Sample	250	252	254	256	258	260	262	264	266	268	270	272	274	276	278	280	282	284	286	288	290	292	294	296	298	300
DR1029-SAH_1_val_1	19.0	21.0	7.0	29.0	26.0	25.0	43.0	44.0	26.0	45.0	46.0	67.0	41.0	124.0	54.0	85.0	163.0	169.0	264.0	423.0	753.0	606.0	856.0	3381.0	7890.0	72447.0
DR1029-SAH_2_val_2	256.0	289.0	554.0	483.0	174.0	223.0	142.0	1434.0	898.0	852.0	651.0	438.0	901.0	847.0	926.0	1260.0	338.0	940.0	86.0	921.0	1075.0	1198.0	735.0	3695.0	10426.0	57912.0
DR1030-E_1_val_1	4.0	4.0	3.0	13.0	76.0	13.0	10.0	10.0	10.0	23.0	13.0	10.0	16.0	37.0	6.0	24.0	97.0	35.0	115.0	187.0	457.0	204.0	239.0	1500.0	3346.0	76983.0
DR1030-E_2_val_2	150.0	94.0	302.0	259.0	94.0	184.0	71.0	723.0	237.0	442.0	420.0	293.0	846.0	466.0	560.0	1070.0	126.0	609.0	60.0	686.0	731.0	1058.0	504.0	3892.0	12171.0	57387.0
DR1030-SAH_1_val_1	12.0	22.0	12.0	27.0	21.0	21.0	32.0	27.0	27.0	30.0	38.0	51.0	59.0	116.0	43.0	62.0	132.0	181.0	209.0	407.0	661.0	583.0	633.0	3242.0	6730.0	68712.0
DR1030-SAH_2_val_2	220.0	189.0	457.0	400.0	112.0	171.0	131.0	1206.0	633.0	666.0	477.0	359.0	824.0	715.0	813.0	1194.0	244.0	741.0	76.0	803.0	960.0	1064.0	688.0	3557.0	9891.0	55499.0
DR1034-SAH_1_val_1	8.0	16.0	10.0	24.0	19.0	21.0	34.0	35.0	24.0	27.0	39.0	59.0	48.0	113.0	47.0	55.0	142.0	179.0	213.0	340.0	600.0	595.0	661.0	3434.0	7706.0	68156.0
DR1034-SAH_2_val_2	203.0	257.0	466.0	432.0	147.0	202.0	126.0	1255.0	657.0	740.0	599.0	356.0	884.0	724.0	862.0	1236.0	302.0	774.0	95.0	807.0	1000.0	1021.0	705.0	3744.0	10350.0	54661.0
DR1035-E_1_val_1	5.0	11.0	8.0	16.0	29.0	17.0	29.0	24.0	20.0	27.0	34.0	34.0	42.0	102.0	34.0	49.0	137.0	117.0	178.0	349.0	645.0	443.0	493.0	3076.0	6068.0	74613.0
DR1035-E_2_val_2	173.0	166.0	420.0	316.0	103.0	191.0	104.0	1133.0	454.0	650.0	484.0	336.0	803.0	602.0	736.0	1092.0	176.0	692.0	91.0	765.0	890.0	966.0	515.0	3778.0	11393.0	59571.0
DR1035-H_1_val_1	13.0	22.0	10.0	20.0	25.0	27.0	41.0	39.0	16.0	38.0	50.0	51.0	57.0	115.0	66.0	79.0	168.0	225.0	344.0	324.0	624.0	587.0	685.0	3773.0	8314.0	86208.0
DR1035-H_2_val_2	238.0	184.0	501.0	449.0	121.0	233.0	149.0	1515.0	840.0	800.0	552.0	495.0	1068.0	767.0	1043.0	1435.0	314.0	849.0	117.0	963.0	1155.0	1161.0	734.0	4279.0	12608.0	69351.0
DR1035-SAH_1_val_1	10.0	14.0	13.0	33.0	36.0	27.0	34.0	36.0	29.0	33.0	35.0	62.0	53.0	138.0	46.0	85.0	181.0	213.0	225.0	428.0	747.0	634.0	749.0	4129.0	7145.0	77988.0
DR1035-SAH_2_val_2	183.0	200.0	395.0	380.0	120.0	175.0	100.0	1211.0	650.0	692.0	480.0	350.0	863.0	660.0	810.0	1223.0	238.0	692.0	74.0	832.0	994.0	1026.0	628.0	3642.0	11194.0	65311.0
DR1036-SAH_1_val_1	22.0	24.0	14.0	42.0	36.0	35.0	41.0	50.0	30.0	61.0	68.0	95.0	66.0	199.0	60.0	123.0	248.0	239.0	264.0	582.0	856.0	781.0	866.0	3685.0	7123.0	60477.0
DR1036-SAH_2_val_2	205.0	194.0	441.0	394.0	134.0	174.0	142.0	1291.0	654.0	689.0	501.0	360.0	883.0	651.0	807.0	1162.0	213.0	767.0	79.0	757.0	951.0	1010.0	589.0	3418.0	9503.0	50118.0
DR1038-A-SAH_1_val_1	11.0	18.0	12.0	19.0	28.0	22.0	36.0	39.0	29.0	48.0	33.0	56.0	46.0	131.0	60.0	52.0	159.0	168.0	252.0	446.0	750.0	718.0	886.0	3421.0	6928.0	71683.0
DR1038-A-SAH_2_val_2	174.0	207.0	442.0	366.0	130.0	178.0	130.0	1268.0	710.0	720.0	541.0	365.0	821.0	751.0	957.0	1181.0	275.0	831.0	110.0	805.0	995.0	1103.0	702.0	3596.0	9965.0	58728.0
DR1038-SAH_1_val_1	9.0	11.0	7.0	23.0	18.0	17.0	17.0	24.0	25.0	36.0	27.0	48.0	50.0	123.0	37.0	60.0	106.0	164.0	157.0	336.0	563.0	547.0	641.0	2967.0	6710.0	69756.0
DR1038-SAH_2_val_2	203.0	210.0	406.0	375.0	133.0	185.0	130.0	1275.0	610.0	686.0	470.0	346.0	975.0	720.0	823.0	1230.0	229.0	766.0	69.0	756.0	984.0	1026.0	711.0	3641.0	10407.0	55113.0
DR1039-SAH_1_val_1	8.0	9.0	12.0	18.0	29.0	25.0	30.0	38.0	17.0	28.0	41.0	52.0	46.0	128.0	38.0	76.0	130.0	182.0	172.0	365.0	608.0	533.0	677.0	3207.0	7019.0	64226.0
DR1039-SAH_2_val_2	211.0	209.0	471.0	378.0	128.0	186.0	127.0	1268.0	683.0	695.0	504.0	356.0	888.0	643.0	800.0	1146.0	212.0	733.0	93.0	777.0	1028.0	1040.0	632.0	3314.0	9468.0	51724.0
DR1040-SAH_1_val_1	6.0	10.0	7.0	17.0	18.0	9.0	20.0	17.0	18.0	20.0	17.0	34.0	44.0	87.0	26.0	65.0	75.0	167.0	107.0	261.0	330.0	393.0	451.0	3237.0	4915.0	71761.0
DR1040-SAH_2_val_2	146.0	154.0	383.0	360.0	73.0	183.0	99.0	1154.0	475.0	492.0	448.0	288.0	846.0	533.0	720.0	1016.0	138.0	698.0	55.0	711.0	928.0	946.0	430.0	3318.0	10882.0	56636.0
DR1041-E_1_val_1	5.0	5.0	2.0	6.0	23.0	13.0	11.0	5.0	6.0	12.0	17.0	21.0	23.0	65.0	3.0	75.0	62.0	39.0	46.0	175.0	382.0	272.0	194.0	1203.0	2971.0	68309.0
DR1041-E_2_val_2	127.0	107.0	300.0	216.0	72.0	111.0	97.0	1124.0	201.0	509.0	440.0	297.0	802.0	507.0	642.0	1055.0	82.0	623.0	55.0	678.0	804.0	931.0	340.0	3431.0	10976.0	49418.0
DR1041-H_1_val_1	1.0	12.0	10.0	13.0	13.0	9.0	34.0	34.0	9.0	20.0	29.0	30.0	33.0	94.0	19.0	93.0	110.0	161.0	113.0	339.0	386.0	469.0	388.0	2257.0	5366.0	85808.0
DR1041-H_2_val_2	174.0	152.0	417.0	377.0	99.0	232.0	143.0	1195.0	443.0	489.0	377.0	299.0	941.0	650.0	779.0	1319.0	141.0	729.0	63.0	824.0	1112.0	1023.0	537.0	4020.0	12551.0	66764.0
DR1041-SAH_1_val_1	15.0	14.0	6.0	23.0	21.0	17.0	28.0	32.0	21.0	27.0	31.0	34.0	45.0	98.0	19.0	67.0	87.0	181.0	92.0	317.0	340.0	456.0	354.0	2075.0	4294.0	63662.0
DR1041-SAH_2_val_2	156.0	141.0	400.0	318.0	92.0	218.0	106.0	1001.0	436.0	478.0	368.0	268.0	760.0	533.0	679.0	1017.0	139.0	636.0	64.0	680.0	864.0	896.0	493.0	2855.0	8888.0	49870.0
DR1042-E_1_val_1	6.0	8.0	4.0	14.0	24.0	14.0	17.0	28.0	6.0	7.0	18.0	28.0	20.0	67.0	3.0	33.0	96.0	99.0	65.0	245.0	464.0	338.0	407.0	2584.0	3746.0	79952.0
DR1042-E_2_val_2	120.0	108.0	363.0	258.0	93.0	177.0	99.0	942.0	201.0	476.0	380.0	312.0	791.0	467.0	632.0	1067.0	83.0	619.0	50.0	651.0	746.0	850.0	381.0	3850.0	12752.0	61825.0
DR1042-H_1_val_1	12.0	18.0	18.0	51.0	30.0	26.0	35.0	38.0	19.0	43.0	32.0	64.0	72.0	171.0	37.0	160.0	168.0	197.0	197.0	534.0	463.0	687.0	627.0	2486.0	7906.0	110429.0
DR1042-H_2_val_2	228.0	190.0	614.0	522.0	144.0	330.0	183.0	1252.0	534.0	525.0	466.0	377.0	1077.0	756.0	952.0	1602.0	214.0	952.0	105.0	1086.0	1405.0	1299.0	770.0	4663.0	15230.0	89044.0
DR1042-SAH_1_val_1	6.0	18.0	10.0	23.0	30.0	15.0	45.0	34.0	26.0	37.0	36.0	44.0	55.0	146.0	29.0	114.0	156.0	221.0	179.0	484.0	511.0	628.0	690.0	3010.0	6050.0	92317.0
DR1042-SAH_2_val_2	188.0	170.0	539.0	461.0	99.0	236.0	133.0	1281.0	584.0	648.0	485.0	390.0	1052.0	786.0	892.0	1395.0	203.0	893.0	78.0	888.0	1234.0	1211.0	640.0	4006.0	12884.0	73538.0
DR1043-E_1_val_1	9.0	13.0	6.0	20.0	42.0	14.0	14.0	36.0	18.0	13.0	32.0	29.0	43.0	116.0	14.0	58.0	128.0	136.0	109.0	317.0	468.0	414.0	414.0	2024.0	6771.0	76006.0
DR1043-E_2_val_2	178.0	146.0	478.0	351.0	96.0	194.0	104.0	1176.0	409.0	631.0	462.0	300.0	894.0	560.0	757.0	1169.0	122.0	675.0	56.0	725.0	1002.0	1011.0	476.0	3756.0	11997.0	59539.0
DR1043-H_1_val_1	8.0	15.0	9.0	20.0	24.0	16.0	27.0	41.0	18.0	27.0	20.0	47.0	58.0	142.0	20.0	97.0	120.0	190.0	197.0	486.0	325.0	460.0	538.0	3083.0	4598.0	79986.0
DR1043-H_2_val_2	169.0	145.0	464.0	412.0	70.0	235.0	168.0	1040.0	501.0	417.0	328.0	273.0	906.0	626.0	761.0	1179.0	156.0	666.0	61.0	793.0	961.0	944.0	493.0	3434.0	11660.0	63710.0
DR1043-SAH_1_val_1	7.0	17.0	9.0	18.0	18.0	17.0	21.0	36.0	9.0	32.0	29.0	32.0	33.0	94.0	25.0	72.0	106.0	135.0	112.0	349.0	314.0	447.0	447.0	2508.0	4436.0	70104.0
DR1043-SAH_2_val_2	168.0	181.0	475.0	384.0	83.0	233.0	124.0	1143.0	502.0	543.0	370.0	318.0	852.0	577.0	707.0	1066.0	157.0	688.0	78.0	725.0	980.0	1011.0	479.0	3111.0	9814.0	54658.0
DR1044-E_1_val_1	2.0	7.0	3.0	15.0	11.0	8.0	16.0	27.0	4.0	22.0	16.0	13.0	20.0	64.0	6.0	34.0	123.0	47.0	65.0	232.0	528.0	206.0	266.0	1431.0	4174.0	80708.0
DR1044-E_2_val_2	129.0	98.0	304.0	243.0	51.0	197.0	85.0	997.0	176.0	446.0	345.0	252.0	783.0	486.0	635.0	1062.0	90.0	631.0	50.0	741.0	797.0	821.0	368.0	4205.0	13477.0	60579.0
DR1044-SAH_1_val_1	10.0	27.0	13.0	40.0	22.0	31.0	46.0	50.0	27.0	45.0	43.0	39.0	69.0	147.0	32.0	116.0	129.0	200.0	170.0	495.0	414.0	639.0	587.0	3039.0	5592.0	69014.0
DR1044-SAH_2_val_2	173.0	161.0	528.0	425.0	89.0	233.0	130.0	1223.0	489.0	490.0	384.0	296.0	859.0	621.0	744.0	1210.0	155.0	755.0	75.0	860.0	1041.0	1069.0	504.0	3348.0	10419.0	54755.0
DR1045-E_1_val_1	4.0	4.0	5.0	15.0	14.0	6.0	12.0	44.0	5.0	6.0	7.0	18.0	17.0	43.0	0.0	24.0	84.0	82.0	52.0	187.0	370.0	212.0	200.0	1067.0	3068.0	67522.0
DR1045-E_2_val_2	106.0	86.0	271.0	188.0	54.0	103.0	53.0	775.0	230.0	431.0	338.0	230.0	653.0	391.0	526.0	943.0	83.0	484.0	57.0	521.0	640.0	714.0	231.0	3029.0	10036.0	51895.0
DR1045-H_1_val_1	6.0	10.0	2.0	16.0	23.0	7.0	17.0	16.0	7.0	20.0	20.0	32.0	45.0	119.0	15.0	68.0	92.0	151.0	98.0	259.0	450.0	331.0	380.0	1649.0	3353.0	72442.0
DR1045-H_2_val_2	120.0	112.0	291.0	246.0	47.0	139.0	84.0	1004.0	272.0	463.0	394.0	253.0	774.0	471.0	610.0	969.0	84.0	601.0	52.0	648.0	811.0	813.0	375.0	3388.0	10556.0	56051.0
DR1045-SAH_1_val_1	15.0	22.0	9.0	37.0	37.0	17.0	39.0	34.0	17.0	28.0	35.0	61.0	58.0	134.0	36.0	93.0	157.0	201.0	207.0	492.0	591.0	590.0	718.0	4440.0	5827.0	75717.0
DR1045-SAH_2_val_2	150.0	155.0	419.0	352.0	68.0	192.0	136.0	1026.0	499.0	549.0	452.0	308.0	778.0	592.0	714.0	1198.0	164.0	680.0	67.0	773.0	970.0	1012.0	519.0	3507.0	11562.0	62770.0
DR1046-E_1_val_1	6.0	13.0	1.0	17.0	19.0	12.0	17.0	32.0	7.0	15.0	23.0	34.0	18.0	97.0	6.0	61.0	97.0	127.0	85.0	261.0	477.0	365.0	321.0	1777.0	3896.0	69135.0
DR1046-E_2_val_2	127.0	152.0	332.0	263.0	52.0	174.0	120.0	1275.0	463.0	660.0	558.0	355.0	886.0	614.0	805.0	1105.0	127.0	695.0	40.0	675.0	986.0	920.0	344.0	3523.0	10741.0	50927.0
DR1046-H_1_val_1	5.0	12.0	4.0	12.0	14.0	9.0	19.0	34.0	8.0	21.0	19.0	43.0	40.0	100.0	18.0	61.0	106.0	159.0	160.0	259.0	312.0	451.0	477.0	2282.0	4117.0	70912.0
DR1046-H_2_val_2	143.0	119.0	357.0	310.0	57.0	183.0	107.0	976.0	412.0	500.0	373.0	278.0	802.0	503.0	723.0	1046.0	151.0	634.0	64.0	704.0	882.0	860.0	470.0	3088.0	10264.0	55648.0
DR1046-SAH_1_val_1	6.0	21.0	6.0	23.0	20.0	11.0	28.0	27.0	26.0	27.0	34.0	46.0	66.0	120.0	25.0	72.0	116.0	164.0	145.0	359.0	414.0	544.0	548.0	3698.0	5256.0	77015.0
DR1046-SAH_2_val_2	161.0	172.0	442.0	345.0	83.0	222.0	127.0	1115.0	524.0	553.0	455.0	295.0	913.0	610.0	770.0	1126.0	159.0	686.0	67.0	777.0	1035.0	1041.0	524.0	3444.0	11309.0	61862.0
DR1047-E_1_val_1	4.0	7.0	6.0	25.0	17.0	18.0	27.0	33.0	13.0	35.0	29.0	35.0	40.0	104.0	22.0	93.0	120.0	153.0	157.0	430.0	456.0	456.0	446.0	2476.0	4921.0	69960.0
DR1047-E_2_val_2	192.0	157.0	495.0	415.0	100.0	233.0	126.0	1208.0	488.0	608.0	445.0	343.0	863.0	634.0	727.0	1120.0	163.0	697.0	64.0	711.0	1058.0	948.0	510.0	3438.0	10279.0	54061.0
DR1047-H_1_val_1	1.0	8.0	6.0	25.0	13.0	19.0	26.0	20.0	14.0	33.0	35.0	38.0	33.0	107.0	18.0	91.0	100.0	158.0	157.0	332.0	367.0	451.0	498.0	2429.0	4632.0	69007.0
DR1047-H_2_val_2	206.0	199.0	427.0	405.0	94.0	194.0	140.0	1129.0	526.0	672.0	486.0	327.0	776.0	671.0	769.0	1119.0	248.0	755.0	76.0	779.0	910.0	993.0	579.0	3157.0	9603.0	53378.0
DR1047-SAH_1_val_1	4.0	13.0	4.0	13.0	12.0	22.0	23.0	22.0	20.0	33.0	29.0	44.0	47.0	104.0	25.0	104.0	112.0	181.0	172.0	408.0	421.0	528.0	561.0	3009.0	5264.0	73459.0
DR1047-SAH_2_val_2	202.0	183.0	530.0	484.0	95.0	245.0	149.0	1279.0	620.0	698.0	511.0	393.0	1008.0	739.0	868.0	1313.0	219.0	837.0	67.0	847.0	1059.0	1110.0	604.0	3520.0	10338.0	56716.0
DR1048-E_1_val_1	7.0	3.0	3.0	18.0	21.0	4.0	20.0	23.0	12.0	13.0	20.0	19.0	32.0	80.0	4.0	84.0	86.0	107.0	47.0	254.0	417.0	373.0	332.0	1670.0	3686.0	80075.0
DR1048-E_2_val_2	159.0	149.0	363.0	292.0	65.0	159.0	93.0	1361.0	465.0	743.0	674.0	388.0	1011.0	606.0	869.0	1241.0	100.0	748.0	53.0	753.0	1083.0	1004.0	358.0	3820.0	11804.0	59049.0
DR1048-H_1_val_1	8.0	27.0	3.0	28.0	23.0	24.0	28.0	22.0	15.0	31.0	25.0	39.0	50.0	107.0	17.0	133.0	103.0	192.0	108.0	295.0	379.0	479.0	430.0	1992.0	6689.0	71124.0
DR1048-H_2_val_2	119.0	94.0	343.0	283.0	73.0	147.0	118.0	1016.0	363.0	481.0	374.0	266.0	814.0	472.0	678.0	1110.0	123.0	597.0	71.0	688.0	913.0	981.0	463.0	3328.0	10329.0	58127.0
DR1048-SAH_1_val_1	13.0	20.0	8.0	29.0	30.0	23.0	35.0	30.0	13.0	46.0	35.0	45.0	59.0	152.0	37.0	91.0	127.0	223.0	151.0	455.0	408.0	620.0	597.0	2965.0	6231.0	88928.0
DR1048-SAH_2_val_2	215.0	202.0	610.0	519.0	112.0	292.0	166.0	1616.0	651.0	729.0	644.0	437.0	1161.0	779.0	1010.0	1566.0	202.0	918.0	78.0	1027.0	1345.0	1311.0	636.0	4054.0	12581.0	68510.0
DR1049-E_1_val_1	7.0	16.0	5.0	24.0	28.0	22.0	33.0	48.0	13.0	40.0	32.0	49.0	53.0	129.0	32.0	97.0	147.0	182.0	167.0	436.0	549.0	616.0	588.0	3049.0	7053.0	104019.0
DR1049-E_2_val_2	258.0	215.0	646.0	504.0	158.0	316.0	178.0	1491.0	529.0	767.0	577.0	427.0	1268.0	831.0	1003.0	1744.0	209.0	951.0	93.0	1093.0	1345.0	1428.0	764.0	5154.0	16672.0	78813.0
DR1049-H_1_val_1	13.0	25.0	13.0	40.0	31.0	30.0	34.0	46.0	18.0	46.0	54.0	64.0	89.0	163.0	47.0	120.0	175.0	239.0	223.0	571.0	663.0	670.0	770.0	3950.0	8354.0	92785.0
DR1049-H_2_val_2	280.0	258.0	668.0	572.0	156.0	332.0	207.0	1581.0	706.0	810.0	610.0	456.0	1231.0	943.0	1065.0	1562.0	272.0	1047.0	80.0	1006.0	1304.0	1396.0	861.0	4670.0	13519.0	73641.0
DR1049-SAH_1_val_1	10.0	15.0	10.0	35.0	28.0	18.0	27.0	35.0	17.0	29.0	33.0	55.0	61.0	131.0	29.0	79.0	154.0	163.0	203.0	412.0	612.0	560.0	631.0	3881.0	5791.0	78708.0
DR1049-SAH_2_val_2	186.0	179.0	461.0	370.0	113.0	199.0	112.0	1187.0	619.0	648.0	513.0	362.0	897.0	711.0	824.0	1238.0	237.0	807.0	66.0	871.0	1063.0	1184.0	607.0	3679.0	11193.0	63401.0
E-10_1_val_1	19.0	44.0	16.0	114.0	111.0	22.0	56.0	316.0	33.0	58.0	111.0	121.0	94.0	287.0	10.0	179.0	477.0	597.0	116.0	635.0	1107.0	1097.0	1357.0	6087.0	9025.0	177044.0
E-10_2_val_2	5058.0	1971.0	5072.0	3891.0	556.0	1594.0	1012.0	6684.0	892.0	4482.0	3839.0	2911.0	7334.0	7613.0	5132.0	7875.0	419.0	4495.0	186.0	5923.0	5417.0	5569.0	2598.0	5799.0	33530.0	69281.0
E-1_1_val_1	61.0	72.0	42.0	127.0	110.0	63.0	96.0	91.0	55.0	103.0	116.0	133.0	114.0	338.0	91.0	151.0	406.0	364.0	406.0	740.0	965.0	1558.0	1296.0	3824.0	8712.0	91735.0
E-1_2_val_2	3246.0	2160.0	4046.0	2850.0	623.0	1497.0	972.0	4407.0	1090.0	2830.0	2425.0	1886.0	4428.0	4201.0	2992.0	4408.0	512.0	2504.0	164.0	2970.0	2767.0	2956.0	1656.0	3302.0	18670.0	32207.0
E-2_1_val_1	24.0	35.0	21.0	103.0	58.0	39.0	51.0	80.0	31.0	52.0	63.0	87.0	55.0	223.0	32.0	106.0	327.0	214.0	206.0	531.0	972.0	864.0	906.0	5531.0	6629.0	90403.0
E-2_2_val_2	2788.0	1581.0	3654.0	2676.0	471.0	1240.0	740.0	3426.0	726.0	2182.0	2256.0	1770.0	4489.0	4230.0	3009.0	4386.0	294.0	2567.0	143.0	3272.0	2705.0	3077.0	1558.0	3284.0	19247.0	31872.0
