Sample	Top over-represented sequence	Sum of remaining over-represented sequences
E-8_1	3.252698434734321	70.95963627529237
E-8_2	3.5872696352340956	70.10585499600866
E-9_1	9.970972201674327	75.40034384421918
E-9_2	6.758528509991378	76.9843739637484
H-10_1	11.74561815209827	75.94838887180559
H-10_2	7.670459143213193	80.08707051416917
H-1_1	6.147817274779379	68.29405138331322
H-1_2	4.398940496435701	65.5965796650125
H-2_1	4.928737314287533	71.89657366462005
H-2_2	4.217701142111793	68.62652308083865
H-3_1	2.7618323819995796	70.58034053975388
H-3_2	2.2969454910014067	62.17114305580259
H-4_1	4.221113439017596	74.86163758129166
H-4_2	3.7312438690613154	69.18665907742239
H-5_1	7.659009983941911	72.38072267744819
H-5_2	6.392769417275456	71.01546781083192
H-6_1	5.226967586930407	69.02195478586071
H-6_2	4.299637438916339	67.11674249465936
H-7_1	4.517629338639012	73.94297752380179
H-7_2	4.1563411171438895	68.74195370422198
H-8_1	6.751130838250405	66.35451646733544
H-8_2	2.814118793631289	67.98059301475652
H-9_1	5.71920256281274	76.97069180058776
H-9_2	5.185989251012681	75.3361044187339
SAH-10_1	8.24610298305119	64.64940706880823
SAH-10_2	5.593661961183544	63.42020249872746
SAH-1_1	4.46857965222523	67.77155991323744
SAH-1_2	3.304326218738838	63.939204124842774
SAH-2_1	4.620738619830767	67.2253453914825
SAH-2_2	3.883205108806562	62.23409414512457
SAH-3_1	2.9853356025458697	65.63833259506211
SAH-3_2	1.9875037884969575	64.17131000396341
SAH-4_1	3.8092659360704566	69.38146337755867
SAH-4_2	3.120947399923045	62.90490373516126
SAH-5_1	6.676676120039296	66.24219169956808
SAH-5_2	5.179428719716769	60.810673043059225
SAH-6_1	4.053394276216694	66.40211915026224
SAH-6_2	3.385446423933933	63.249883135095864
SAH-7_1	3.268091317039167	61.99298566636172
SAH-7_2	1.7742778721735721	62.080120245719556
SAH-8_1	2.2626625499755812	63.09505086541564
SAH-8_2	1.4075938050973025	60.57868205183389
SAH-9_1	3.9087143758400305	64.46004882464264
SAH-9_2	3.2668623309652465	61.646871657020576
