Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	297	300
DR1014-E_1	0.0037524390854055136	0.007504878170811027	0.0012508130284685044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002501626056937009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002501626056937009	0.0	0.0	0.0005003252113874018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005003252113874018	0.0005003252113874018	0.0	0.0
DR1014-E_2	0.0	0.0025016260569370088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002501626056937009	0.0002501626056937009	0.0	0.0	0.0010006504227748035	0.0	0.0007504878170811027	0.0	0.0015009756341622055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DR1014-SAH_1	0.008042751693446051	0.005361834462297367	0.0017872781540991224	0.0026809172311486836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017872781540991225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017872781540991225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003574556308198245	0.0	0.000714911261639649	0.0003574556308198245	0.0	0.0
DR1014-SAH_2	0.0	0.0035745563081982447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010723668924594735	0.003038372861968508	0.0003574556308198245	0.0017872781540991224	0.000714911261639649	0.003932011939018069	0.0005361834462297367	0.0005361834462297367	0.0	0.00017872781540991225	0.000714911261639649	0.0008936390770495612	0.0003574556308198245	0.0010723668924594735	0.0005361834462297367	0.0005361834462297367	0.0003574556308198245	0.0
DR1015-SAH_1	0.002343704224526865	0.005859260561317162	0.003515556336790297	0.00468740844905373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002343704224526865	0.0	0.0002343704224526865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002343704224526865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002343704224526865	0.0	0.0	0.0	0.0	0.0	0.0	0.000468740844905373	0.0	0.0	0.0
DR1015-SAH_2	0.0	0.002343704224526865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002343704224526865	0.0002343704224526865	0.0002343704224526865	0.000468740844905373	0.001874963379621492	0.0	0.0016405929571688053	0.000468740844905373	0.001874963379621492	0.0002343704224526865	0.0002343704224526865	0.0	0.0	0.0002343704224526865	0.000468740844905373	0.0002343704224526865	0.000468740844905373	0.0002343704224526865	0.000468740844905373	0.0002343704224526865	0.0
DR1018-E_1	0.008749161538685876	0.008749161538685876	0.0	0.011665548718247834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005832774359123918	0.0	0.0011665548718247836	0.0005832774359123918	0.0	0.0
DR1018-E_2	0.0029163871795619585	0.0029163871795619585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011665548718247836	0.0034996646154743503	0.0	0.0017498323077371751	0.0	0.004666219487299134	0.0	0.0005832774359123918	0.0	0.0	0.0	0.0005832774359123918	0.0	0.0011665548718247836	0.0005832774359123918	0.0005832774359123918	0.0	0.0
DR1018-SAH_1	0.0037893141341417205	0.004736642667677151	0.0009473285335354301	0.0009473285335354301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037893141341417203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018946570670708602	0.0	0.00018946570670708602	0.00018946570670708602	0.0	0.0
