""	"observed"	"chao1"	"diversity_inverse_simpson"	"diversity_gini_simpson"	"diversity_shannon"	"diversity_fisher"	"diversity_coverage"	"evenness_camargo"	"evenness_pielou"	"evenness_simpson"	"evenness_evar"	"evenness_bulla"	"dominance_dbp"	"dominance_dmn"	"dominance_absolute"	"dominance_relative"	"dominance_simpson"	"dominance_core_abundance"	"dominance_gini"	"rarity_log_modulo_skewness"	"rarity_low_abundance"	"rarity_rare_abundance"
"H-8"	2325	2325	22.7568318805425	0.956057152188437	5.57180497271121	429.253274492741	48	0.844894022632296	0.718805742663888	0.00978788467980322	0.418503833596308	0.419890617634964	0.152224994801414	0.283801206071948	14641	0.152224994801414	0.0439428478115629	0.0224890829694323	0.936537275751391	2.06142230949516	0.50455396132252	0.733873986275733
"H-9"	1308	1308	18.8051292525025	0.946823019051203	4.18977167169961	209.983954175033	6	0.817225472752774	0.583838219924723	0.0143770101318827	0.308760687556962	0.225437751968189	0.127063559999624	0.244692359066495	13508	0.127063559999624	0.0531769809487974	0.00508893884807495	0.985531331803372	2.06139568754681	0.228353196813064	0.518037042959674
"SAH-1"	2667	2667	117.260843022464	0.991472004002151	6.51235785346262	516.513697714033	132	0.742125723154183	0.825528919970962	0.0439673202183966	0.403248336878084	0.447706539409771	0.0688548699779397	0.10559975042895	6180	0.0688548699779397	0.00852799599784925	0.0385386723711478	0.916048095819519	2.06142248408505	0.59395681529514	0.751543106713907
"SAH-10"	2187	2187	65.4912485817843	0.984730784316148	5.95456112144965	412.887383553439	63	0.820169022521959	0.774296444298652	0.0299457012262388	0.378044586131461	0.402198782266666	0.0783369696378728	0.142230293870288	6427	0.0783369696378728	0.0152692156838515	0.0219153370793364	0.94259454180721	2.06142079670752	0.492132174591373	0.659812537327987
"SAH-2"	2328	2328	102.218107293776	0.990216997492176	6.24510418331936	428.702138014283	92	0.778680323367581	0.80553252127413	0.0439081216897661	0.348905492805809	0.409381128117004	0.0726597066100007	0.106248652643898	7078	0.0726597066100007	0.00978300250782372	0.023097533183456	0.936345660500876	2.06142033301028	0.518113598800981	0.741718251157443
"SAH-3"	2469	2469	290.06937535117	0.996552548855634	6.78385863521439	487.689951105433	183	0.739889405766451	0.868437452026111	0.11748455866795	0.406293187757666	0.490868095493495	0.0248005119431639	0.0473155633333769	1899	0.0248005119431639	0.00344745114436627	0.060936908228964	0.910464511097132	2.06142214075394	0.657455172323726	0.842799493280746
"SAH-4"	2113	2113	196.66401551198	0.994915185691716	6.44788780554075	384.478389306001	125	0.753799549026561	0.842215560608735	0.0930733627600472	0.350435036683328	0.452726063030732	0.0364324301149031	0.0560367003944435	3399	0.0364324301149031	0.0050848143082845	0.0438496827302349	0.933373184170193	2.06142001225137	0.591729548962442	0.767889298576574
"SAH-5"	2333	2333	66.8408186191262	0.985039082095954	6.07590134760036	439.520434589635	77	0.793666908139034	0.783490863784886	0.0286501580021973	0.366963124886904	0.405281916786544	0.0921936031701104	0.143311633172941	8143	0.0921936031701104	0.0149609179040463	0.0229833003113501	0.937890508512965	2.06142158130686	0.5215963770167	0.691774695726012
"SAH-6"	2781	2781	106.32806566903	0.990595145376643	6.63239666499443	559.2084060484	161	0.740888819044691	0.836308125662122	0.0382337524879648	0.432315662908457	0.485233183480138	0.0766277794396251	0.119316482201615	6148	0.0766277794396251	0.00940485462335715	0.029452088942068	0.903081917025531	2.06142269060068	0.623840861501645	0.758039186359557
"SAH-7"	2583	2583	320.772577062317	0.996882526526556	6.89958702733888	526.425041279205	213	0.726531149801889	0.878177996078708	0.124186053837521	0.424508597131698	0.503431490924902	0.0270664345068728	0.0499568239407709	1912	0.0270664345068728	0.00311747347344386	0.0681190809869622	0.901794998490004	2.06142283176608	0.69911241347093	0.814272164890078
"SAH-8"	2469	2469	472.490679045274	0.997883556132746	7.02293951049571	487.57649128516	266	0.765663709672186	0.899043453318608	0.191369250322104	0.413764830282206	0.540962380153772	0.0161265069672773	0.0312614164187673	1236	0.0161265069672773	0.0021164438672539	0.0358801732686185	0.896621698595766	2.06142303617716	0.749373727884766	0.879860132560931
"SAH-9"	2494	2494	122.791654321215	0.991856124053968	6.59619584623997	514.844549037174	153	0.776392523496194	0.843326106775584	0.0492348253092283	0.445724822751951	0.488401951238093	0.0700632033297364	0.104393402188993	4545	0.0700632033297364	0.00814387594603182	0.0199938338214891	0.910845356140726	2.06142260642741	0.625574225373825	0.781933096963157
