id,(Intercept),SourceSoil associated,SourceStipe
ASV_141,0.5163307322104135,0.6025947912757307,0.6435103609728815
ASV_5000,0.2506476188915057,0.2868692825228411,0.2756546492330904
ASV_3258,0.24955716877033313,0.2914751692009948,0.2893218441053683
ASV_1342,0.2775109473625906,0.3534114463335663,0.340971867643391
ASV_8019,0.19774437202956155,0.21187431280829352,0.2012659127465404
ASV_5357,0.16416332074982704,0.20817934497289056,0.2073137068948069
ASV_5754,0.2167199259698178,0.27156449714646586,0.21993784866797184
ASV_152,0.503865139554334,0.5874107180726914,0.638573644629341
ASV_9137,0.15854300497109786,0.19631419979221387,0.1796721990038317
ASV_6764,0.10144458321399236,0.16463377355799588,0.1648652352679732
ASV_2948,0.1911013298806716,0.30044569927367565,0.1947430338843823
ASV_7065,0.1439132251039177,0.1888136346970807,0.21200164520300666
ASV_2882,0.22495102479242415,0.2898875465159643,0.2531757346041281
ASV_5517,0.06619620563473587,0.1910466753040482,0.07607278491529414
ASV_5912,0.09263953323364955,0.1892549732597363,0.10628141889234785
ASV_6649,0.08204976262379884,0.193444707987032,0.09020695378380818
ASV_4614,0.1803062747797768,0.24032300421185374,0.19699975859643573
ASV_6790,0.22752292593757412,0.2668092192844965,0.2574717268691735
ASV_5035,0.20506534212068278,0.24060359746416157,0.23734642970567374
ASV_4768,0.2060301505183854,0.2568070643520354,0.22370134484122087
ASV_5082,0.11605339472733212,0.21177718102557627,0.15031731033173487
ASV_2455,0.12370869156659722,0.26477004484605177,0.18799033302361773
ASV_784,0.34933894289559014,0.44000483946793884,0.4037600073595117
ASV_6527,0.1690285290631955,0.1934002393766203,0.22306881301137002
ASV_4293,0.21605093754416,0.2640874132500663,0.23685806242652238
ASV_2031,0.15282065614650805,0.30074069856291963,0.19728283326483434
ASV_3349,0.16290560136857354,0.2590299149759355,0.18130063817771985
ASV_747,0.39132064582441745,0.47306769119534603,0.47990627176280237
ASV_8194,0.17767038511500377,0.21037052862370434,0.18689309349265404
ASV_2732,0.17896498200414682,0.2779938513291349,0.2544769915145737
ASV_2943,0.1641316365429738,0.2244306128198338,0.3027795995969967
ASV_4068,0.2513724486217897,0.3025407766213145,0.25415199957987084
ASV_108,0.36857961685881596,0.5859873288648871,0.4986961572654565
