id,(Intercept),SourceSoil associated,SourceStipe
ASV_141,1.6655348923199982,-0.8644240687590298,-0.2772058781281357
ASV_5000,0.33115064540426403,-0.1429975018987853,-0.2734195674846215
ASV_3258,0.49679966636417966,-0.36208846001789374,-0.1819681373803862
ASV_1342,0.8617417769193441,0.02342403808533025,-0.3347933113948073
ASV_8019,0.3895223292887002,-0.5193108023569998,-0.5048608540740678
ASV_5357,-0.12739794789993153,0.0739833460953778,0.2021225932149216
ASV_5754,-0.014309792976241964,0.12579290498431267,-0.10102873180912564
ASV_152,1.6578073054708409,-0.9551948182472874,-0.36158130212527806
ASV_9137,-0.10095574143649805,0.06886379490766381,0.06045991469171927
ASV_6764,-0.27872314451096847,0.42647872999556413,0.4430922502090642
ASV_2948,-0.09954719758816333,0.7404692203811166,-0.015791327197204497
ASV_7065,-0.18610393995874408,0.17321969076032262,0.36314625978395965
ASV_2882,0.40151633182146224,-0.07439268495084143,-0.330238307994537
ASV_5517,-0.327764607161555,0.6346490480120035,0.21242608237618715
ASV_5912,-0.28539971414219484,0.4286621462370188,0.22338020324605357
ASV_6649,-0.3022233259732555,0.5541312491254219,0.18688480118788778
ASV_4614,-0.02342587081593961,0.12314754324580097,-0.022998828229887525
ASV_6790,0.06238672502005582,-0.10199522888498815,0.019350287863932558
ASV_5035,0.12355626952920779,-0.0726024507961468,-0.050230379759251154
ASV_4768,0.021594513469117893,0.0455965918685319,-0.03543083326928337
ASV_5082,-0.2675659669452579,0.6430399587017422,0.24445418342136604
ASV_2455,-0.25444775372188355,1.1181015266160035,0.35022221840408074
ASV_784,0.561668707408203,0.7743730022472656,-0.14522524001680698
ASV_6527,0.006777506709373049,-0.12428881025665652,0.1046975787989799
ASV_4293,0.11197663923917095,-0.06515659019480252,-0.07249394515010976
ASV_2031,-0.14858866023874942,0.935331678956329,0.19260147108382522
ASV_3349,-0.06040923062568182,0.6770893771705789,0.013984531579854353
ASV_747,0.6960251183624728,-0.22976501875626743,-0.12050115085369367
ASV_8194,-0.041476538092806214,-0.03802133117238497,-0.020542972803334947
ASV_2732,-0.11828187006023355,0.3884143237805659,0.38396959309919854
ASV_2943,-0.1321634568901473,0.28832281398999327,0.5378614139108863
ASV_4068,0.2743738475670439,-0.21756147686156196,-0.3897123723524115
ASV_108,0.17833038931216677,1.967532830378215,0.5739602079151621
ASV_7200,-0.12893653083326917,0.17696565808956716,0.013598006047901456
