id,(Intercept),SourceSoil associated,SourceStipe
ASV_141,3.2257132655843246,-1.4345030545799944,-0.43077142955250347
ASV_5000,1.3211800968578302,-0.498476172287284,-0.9918917320832888
ASV_3258,1.9907248860535969,-1.2422617714245345,-0.6289471088609372
ASV_1342,3.1052532705796594,0.06627979463693302,-0.9818795717919884
ASV_8019,1.9698276380299158,-2.4510323855392446,-2.50842702166786
ASV_5357,-0.7760439257565747,0.3553827403242719,0.9749601039041796
ASV_5754,-0.06602896762817677,0.46321557606430197,-0.459351277740482
ASV_152,3.2901805966119477,-1.6261106392156146,-0.5662327362964649
ASV_9137,-0.636771968936139,0.3507835652263146,0.3365012229322685
ASV_6764,-2.7475409300368034,2.5904692626469354,2.6876026925194916
ASV_2948,-0.5209131597897464,2.46456921224432,-0.08108802087667848
ASV_7065,-1.2931677392703904,0.9174109223532723,1.712940762493712
ASV_2882,1.784905546404892,-0.25662601186196377,-1.3043837258373352
ASV_5517,-4.951410794904586,3.3219580869542384,2.792405754735025
ASV_5912,-3.0807550964487027,2.2649980544961243,2.1017804012601182
ASV_6649,-3.683414994860625,2.8645459205974726,2.071733866945332
ASV_4614,-0.12992265989939394,0.5124251157298358,-0.11674546402364798
ASV_6790,0.2741997306995471,-0.38227775321448487,0.07515500089749591
ASV_5035,0.6025214609716635,-0.3017513102935258,-0.2116331803328171
ASV_4768,0.10481239476253683,0.17755193761347365,-0.15838453405110964
ASV_5082,-2.305541923817956,3.0363987073002097,1.626254374043021
ASV_2455,-2.0568300456472324,4.222915501132743,1.8629799350378373
ASV_784,1.6078044513235776,1.759919284487076,-0.35968208185487044
ASV_6527,0.040096821210809395,-0.6426507570894016,0.46935103740227174
ASV_4293,0.5182881431203387,-0.2467235730508113,-0.3060649251599729
ASV_2031,-0.9723074353004907,3.1100934573397723,0.9762708082424748
ASV_3349,-0.37082353288151265,2.6139427843053653,0.07713448623465971
ASV_747,1.7786567761997765,-0.48569163152042333,-0.25109309451419787
ASV_8194,-0.23344654803308373,-0.18073506503562956,-0.10991830901521464
ASV_2732,-0.6609218671476905,1.397204729253875,1.5088577981605418
ASV_2943,-0.8052284110110824,1.2846857670947511,1.7764123297170165
ASV_4068,1.0915032616794917,-0.7191145580150348,-1.5333830660259626
ASV_108,0.48383139260920127,3.3576371594749532,1.1509216575126775
ASV_7200,-0.8159391768737548,0.7729334305112207,0.08372775938299147
ASV_2848,1.26837777113387,0.6253523754623407,-0.2886826978985565
ASV_3407,-1.4160401804387608,1.323617801637167,1.6952594993185401
ASV_1500,1.8139159490779575,-0.02331109119318901,-1.234105249569004
ASV_1646,-0.356143209432463,2.6718389752716303,1.2510291561288898
ASV_4428,1.3607359638482557,-1.0246019452027795,-0.6738184194809417
ASV_5321,0.5376083444626011,-1.0264999949143123,-0.22574295369211167
ASV_2149,-0.14920713080165085,-0.37535831416591026,0.5842478169354038
ASV_1720,-8.353956194167656,2.998484942814189,3.833309219670863
ASV_852,2.716464264652034,-0.8863723490325777,-1.4977554712843997
ASV_8259,-1.9219693499970927,1.5422873536734276,1.3891922353991588
ASV_849,2.649036779295595,-1.3629571903003794,-0.6729189536632496
ASV_30,1.4670282815686813,-1.5625431329417285,1.4353311097316
ASV_6231,-0.08209806894358017,0.315507849303523,-0.1921374146827036
ASV_3083,-1.4142533637959176,3.5507672151892664,1.0075592211833069
ASV_572,3.089886244049672,-0.3311463010338064,-2.2614303378266825
ASV_417,4.515192490017217,-1.2199861926411861,-1.334135068011766
ASV_4425,1.329809866552268,-0.6270618496126729,-0.778647688311134
ASV_926,2.724448155844881,-1.4434799643372813,-0.7259489174521341
ASV_3482,0.9076958658194257,0.31966666753602513,0.5714924365256938
ASV_260,5.511560179929236,-1.9086009992081852,-2.2178771092860226
ASV_4601,1.346763537562417,-0.810868542834851,-0.8959462767035423
ASV_6401,-1.440500738143269,2.893607893421405,0.5029325387217504
ASV_1437,-0.43155756302770343,3.22122002042028,1.5016917487588497
ASV_5203,-4.07054954803252,2.383575317139206,2.6792153652244997
ASV_1447,1.6498628879724302,-0.7526725539419677,-1.3235194132541814
ASV_3307,-2.1523021761782184,1.8920720896434564,2.116775405857016
ASV_8540,-1.3140129802619747,1.5088930823180564,0.46193750072174766
ASV_8526,-0.36197480165376256,0.09355947249000987,0.079336211547084
ASV_9047,-1.9225159029993306,0.603042480266082,2.1672832795133083
ASV_5875,-1.7190859930716973,1.8505038346994402,1.1313515030123715
ASV_5304,-1.7760633792402898,3.255411559144347,1.614986224515642
ASV_320,0.8674578430535914,0.29711382801864844,0.10258024381844369
ASV_4827,1.1370012065869397,-0.6218982317883565,-0.38379487028103154
ASV_660,2.935680407459778,-0.3860797334008773,-0.6831406525233863
ASV_1940,2.861956205870721,-1.0527917935335844,-1.8438670748729415
ASV_7941,0.6842218261270593,-1.0482800070294023,-0.3581105675867145
ASV_70,4.704767732709723,0.40613850608041463,0.15753548229893322
ASV_186,1.1371693967447352,-1.5637981121973754,1.2301573343845869
ASV_5424,0.12358568854001481,-0.07263835067857313,0.1746837880025
ASV_3481,1.2526073866960192,-1.2182746005344023,-0.8940628611341251
ASV_5877,-1.4025412602943643,1.8420018004465233,1.4338429617707809
ASV_750,0.4686709443907048,2.658994440003572,1.0486167243605125
ASV_3235,1.4372895150818956,0.1982991384537228,-1.285443420889658
ASV_4201,-1.8392143238114966,2.7827799659132904,1.2180046402403346
ASV_8077,-1.7186307712332998,1.1881353475752465,1.088336182165765
ASV_8950,-0.7926849388506387,0.37920231939316973,0.49630925901648837
ASV_2838,2.397917902457925,-0.1402766075570663,-1.982795496060359
ASV_3076,0.887429998500681,0.04974344295619327,-0.08110134328996327
ASV_6054,-8.353956194167564,3.337385767097222,3.4597459703477833
ASV_5635,-1.8324348700880375,1.583222598802776,1.9977116086708344
ASV_3648,-2.095298976349205,2.484608588823833,1.7225318480901128
ASV_1145,3.31977027974194,-0.6206844815435638,-1.6093494169821412
ASV_6780,0.2580562281072816,-0.0736196795956789,-0.019407593905258813
ASV_1545,0.4418135776552154,0.28585083924989046,-0.3550235968315117
ASV_7996,-0.7915584867713913,1.2573867183531766,0.39197654858110825
ASV_5104,-2.5451061398860757,2.4369220705272046,1.3868393800496148
ASV_101,2.7642876246085573,-0.8304369108158474,-0.4847322569462793
ASV_910,3.110108411486842,-0.7931372720319056,-1.0138597875126816
ASV_3255,0.7835485577533807,-0.514396944779636,-0.325596445884018
ASV_1038,0.2952983692635551,2.6626133078384315,1.2430577676906447
ASV_2247,-8.353956194167587,2.6607548336860534,2.8168638605956473
ASV_1133,2.0892967526142834,-0.5041675605321806,-0.6983716713523148
ASV_1163,1.2276061015687971,0.7970267102670436,0.12103475170895917
ASV_726,2.2653804312121544,-0.554322267566695,-0.8794840824898289
ASV_196,4.8665254836803635,-0.9989464467411138,-1.2135742974453743
ASV_796,-1.0148126415739418,4.237881084187985,1.8118675240062667
ASV_5318,-0.05216740171659211,-1.3064966616759222,0.9625392285627047
ASV_7452,-1.3949300142127312,0.9567220739328134,1.2619700599911474
ASV_1365,1.8244796534787164,-0.5093578478148321,-0.3315185523955731
ASV_8739,1.1816463640445685,-1.8144138448863127,-0.6824623663868974
ASV_666,6.709796301477165,-1.778656268069377,-2.952251896620988
ASV_3054,0.019287179861188948,0.35604587881568245,0.537180676800336
ASV_1644,1.312661810043356,-0.041493676945015136,-0.340651632402635
