Feature ID	taxonomy
ASV_1924	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula, uncultured_Pasteuria
ASV_1925	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_1926	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_1927	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_1928	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methyloligellaceae, uncultured
ASV_1929	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Ramlibacter
ASV_193	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_1930	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_1931	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila
ASV_1932	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45
ASV_1933	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_1934	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20, uncultured_beta
ASV_1935	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_1936	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured
ASV_1937	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured
ASV_1938	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured, uncultured_bacterium
ASV_1939	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Parviterribacter, uncultured_bacterium
ASV_194	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25
ASV_1940	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Geodermatophilus
ASV_1941	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1942	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_bacterium
ASV_1943	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1944	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_1945	Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, WD2101_soil_group, WD2101_soil_group
ASV_1946	Bacteria, Firmicutes, Bacilli, Alicyclobacillales, Alicyclobacillaceae, Tumebacillus
ASV_1947	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Conexibacter, uncultured_Conexibacteraceae
ASV_1948	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured, uncultured_bacterium
ASV_1949	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Iamiaceae, Iamia, uncultured_bacterium
ASV_195	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1950	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_1951	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodomicrobiaceae, Rhodomicrobium, uncultured_bacterium
ASV_1952	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, uncultured, uncultured_bacterium
ASV_1953	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Chitinophaga, Chitinophaga_ginsengihumi
ASV_1954	Bacteria, Bdellovibrionota, Bdellovibrionia, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Bdellovibrio_sp.
ASV_1955	Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae
ASV_1956	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_1957	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Crossiella, uncultured_bacterium
ASV_1958	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1959	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter, uncultured_bacterium
ASV_196	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Kribbella
ASV_1960	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured
ASV_1961	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured, uncultured_bacterium
ASV_1962	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_1963	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae
ASV_1964	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, uncultured
ASV_1965	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_1966	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1967	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96
ASV_1968	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_1969	Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae, Archangium
ASV_197	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_Stella
ASV_1970	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_bacterium
ASV_1971	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidisoma
ASV_1972	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured
ASV_1973	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Luedemannella, uncultured_bacterium
ASV_1974	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_1975	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_1976	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Virgisporangium, Virgisporangium_ochraceum
ASV_1977	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_1978	Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2, uncultured_Acidobacteria
ASV_1979	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured
ASV_198	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter, uncultured_Acidobacteria
ASV_1980	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, uncultured_bacterium
ASV_1981	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Crossiella, uncultured_bacterium
ASV_1982	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96, uncultured_bacterium
ASV_1983	Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Aquisphaera
ASV_1984	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1985	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, D05-2, D05-2, uncultured_bacterium
ASV_1986	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium
ASV_1987	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_1988	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_1989	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_199	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus_idriensis
ASV_1990	Bacteria, Cyanobacteria, Vampirivibrionia, Obscuribacterales, Obscuribacteraceae, Obscuribacteraceae, uncultured_bacterium
ASV_1991	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, KF-JG30-B3, KF-JG30-B3, uncultured_bacterium
ASV_1992	Bacteria, MBNT15, MBNT15, MBNT15, MBNT15, MBNT15, uncultured_bacterium
ASV_1993	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Frankiaceae, Jatrophihabitans
ASV_1994	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_Acidimicrobiia
ASV_1995	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae
ASV_1996	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
ASV_1997	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_1998	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_1999	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella
ASV_2	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, uncultured_bacterium
ASV_20	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae
ASV_200	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_2000	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_2001	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae
ASV_2002	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Dyella, Dyella_japonica
ASV_2003	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Candidatus_Xiphinematobacter, uncultured_bacterium
ASV_2004	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage, uncultured_bacterium
ASV_2005	Bacteria, Actinobacteriota, MB-A2-108, MB-A2-108, MB-A2-108, MB-A2-108, metagenome
ASV_2006	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
ASV_2007	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Domibacillus, Bacillus_sp.
ASV_2008	Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, metagenome
ASV_2009	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_201	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Candidatus_Xiphinematobacter
ASV_2010	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256, uncultured_Acidothermaceae
ASV_2011	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, uncultured_bacterium
ASV_2012	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_2013	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides
ASV_2014	Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Inquilinaceae, Inquilinus
ASV_2015	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, uncultured_Myxococcales
ASV_2016	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylovirgula, uncultured_Alphaproteobacteria
ASV_2017	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_Spartobacteria
ASV_2018	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_Prosthecobacter
ASV_2019	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_Rubrobacteria
ASV_202	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia, Paraburkholderia_nodosa
ASV_2020	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured, uncultured_bacterium
ASV_2021	Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2, uncultured_Acidobacteria
ASV_2022	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_2023	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Koribacteraceae, Candidatus_Koribacter
ASV_2024	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_2025	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_2026	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_2027	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45, uncultured_Chloroflexi
ASV_2028	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora
ASV_2029	Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, metagenome
ASV_203	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia, Paraburkholderia_tropica
ASV_2030	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured
ASV_2031	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_2032	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_Acidobacteriaceae
ASV_2033	Bacteria, Actinobacteriota, MB-A2-108, MB-A2-108, MB-A2-108, MB-A2-108
ASV_2034	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, uncultured, uncultured, uncultured_Alphaproteobacteria
ASV_2035	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, A0839, A0839
ASV_2036	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_2037	Bacteria, Chloroflexi, Anaerolineae, Caldilineales, Caldilineaceae, uncultured, uncultured_bacterium
ASV_2038	Bacteria, Actinobacteriota, Acidimicrobiia, uncultured, uncultured, uncultured, uncultured_forest
ASV_2039	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Hamadaea
ASV_204	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_2040	Bacteria, Actinobacteriota, Rubrobacteria, Rubrobacterales, Rubrobacteriaceae, Rubrobacter, uncultured_bacterium
ASV_2041	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_2042	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256, metagenome
ASV_2043	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_2044	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, uncultured, uncultured_bacterium
ASV_2045	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_2046	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_2047	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_2048	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium, uncultured_Pedomicrobium
ASV_2049	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_205	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Frankiaceae, Jatrophihabitans, uncultured_bacterium
ASV_2050	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Actinoplanes
ASV_2051	Bacteria, NB1-j, NB1-j, NB1-j, NB1-j, NB1-j, uncultured_Desulfoglaeba
ASV_2052	Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, uncultured, uncultured, uncultured_Planctomyces
ASV_2053	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, uncultured_bacterium
ASV_2054	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, Nordella
ASV_2055	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured, uncultured_bacterium
ASV_2056	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20
ASV_2057	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_2058	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured_soil
ASV_2059	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured, uncultured_bacterium
ASV_206	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_2060	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_2061	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_2062	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96
ASV_2063	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_2064	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae
ASV_2065	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, Stenotrophomonas_panacihumi
ASV_2066	Bacteria, Chloroflexi, TK10, TK10, TK10, TK10, bacterium_Ellin6519
ASV_2067	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_2068	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Pelomonas, Pelomonas_saccharophila
ASV_2069	Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup_10, uncultured_Bacteroidetes
ASV_207	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium
ASV_2070	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_2071	Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, Thermosporothrix, uncultured_bacterium
ASV_2072	Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2, uncultured_Acidobacteria
ASV_2073	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured
ASV_2074	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2075	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_2076	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_actinobacterium
ASV_2077	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_2078	Bacteria, Desulfobacterota, uncultured, uncultured, uncultured, uncultured, uncultured_sludge
ASV_2079	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_bacterium
ASV_208	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Rhodoplanes
ASV_2080	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_2081	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_2082	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, A21b, A21b
ASV_2083	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_2084	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_2085	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Ramlibacter
ASV_2086	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_2087	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_2088	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_2089	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, uncultured, uncultured_bacterium
ASV_209	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2090	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_2091	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter
ASV_2092	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_2093	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Edaphobacter, uncultured_Acidobacteria
ASV_2094	Bacteria, Firmicutes, Bacilli, Alicyclobacillales, Alicyclobacillaceae, Tumebacillus, uncultured_bacterium
ASV_2095	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_2096	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_2097	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_2098	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Blastococcus, uncultured_bacterium
ASV_2099	Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, A4b, uncultured_bacterium
ASV_21	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae
ASV_210	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia, metagenome
ASV_2100	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_2101	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, uncultured_bacterium
ASV_2102	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_2103	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2104	Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured
ASV_2105	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured
ASV_2106	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_2107	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Dinghuibacter, Dinghuibacter_silviterrae
ASV_2108	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae
ASV_2109	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Ellin516, uncultured_bacterium
ASV_211	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_2110	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter, uncultured_Acidobacteriales
ASV_2111	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_bacterium
ASV_2112	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2113	Bacteria, Chloroflexi, Gitt-GS-136, Gitt-GS-136, Gitt-GS-136, Gitt-GS-136
ASV_2114	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Terracidiphilus, uncultured_bacterium
ASV_2115	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured, uncultured_bacterium
ASV_2116	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_2117	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae
ASV_2118	Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup_10, uncultured_soil
ASV_2119	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_212	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Koribacteraceae, Candidatus_Koribacter, uncultured_bacterium
ASV_2120	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured, uncultured_bacterium
ASV_2121	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus
ASV_2122	Bacteria, Acidobacteriota, Subgroup_5, Subgroup_5, Subgroup_5, Subgroup_5, uncultured_Acidobacteria
ASV_2123	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_2124	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_bacterium
ASV_2125	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_2126	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Microvirga
ASV_2127	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae
ASV_2128	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Dyadobacter, Dyadobacter_fermentans
ASV_2129	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_planctomycete
