Feature ID	taxonomy
ASV_5940	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides
ASV_5941	Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured
ASV_5942	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage
ASV_5943	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_5944	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84, SC-I-84, uncultured_bacterium
ASV_5945	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_5946	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Luedemannella, uncultured_bacterium
ASV_5947	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067
ASV_5948	Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
ASV_5949	Bacteria, Firmicutes, Bacilli, Paenibacillales, Paenibacillaceae, Cohnella, Cohnella_sp.
ASV_595	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Sporichthyaceae, Sporichthya
ASV_5950	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured
ASV_5951	Bacteria, Acidobacteriota, Subgroup_22, Subgroup_22, Subgroup_22, Subgroup_22, uncultured_Acidobacteria
ASV_5952	Bacteria, Acidobacteriota, Subgroup_5, Subgroup_5, Subgroup_5, Subgroup_5, uncultured_bacterium
ASV_5953	Bacteria, Proteobacteria, Alphaproteobacteria, Tistrellales, Geminicoccaceae, Candidatus_Alysiosphaera, uncultured_bacterium
ASV_5954	Bacteria, Latescibacterota, Latescibacteria, Latescibacterales, Latescibacteraceae, Latescibacteraceae, uncultured_bacterium
ASV_5955	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, uncultured_bacterium
ASV_5956	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured, uncultured_bacterium
ASV_5957	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20
ASV_5958	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_5959	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae
ASV_596	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, uncultured, uncultured
ASV_5960	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, uncultured_Haliangium
ASV_5961	Bacteria, Acidobacteriota, Vicinamibacteria, Subgroup_9, Subgroup_9, Subgroup_9, uncultured_bacterium
ASV_5962	Bacteria, Actinobacteriota
ASV_5963	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20
ASV_5964	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_5966	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20
ASV_5967	Bacteria, Proteobacteria, Alphaproteobacteria, Reyranellales, Reyranellaceae, Reyranella
ASV_5968	Bacteria, Actinobacteriota, MB-A2-108, MB-A2-108, MB-A2-108, MB-A2-108, uncultured_bacterium
ASV_5969	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45, uncultured_soil
ASV_597	Bacteria, Proteobacteria, Gammaproteobacteria, CCD24, CCD24, CCD24
ASV_5970	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured
ASV_5971	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_5972	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_5973	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_5974	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured
ASV_5975	Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, uncultured, uncultured_bacterium
ASV_5976	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium
ASV_5977	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Edaphobaculum, uncultured_bacterium
ASV_5978	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_bacterium
ASV_5979	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, TRA3-20, TRA3-20, uncultured_bacterium
ASV_598	Bacteria, Myxococcota, Polyangia, Polyangiales, Phaselicystidaceae, Phaselicystis, uncultured_Polyangiaceae
ASV_5980	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae, uncultured_bacterium
ASV_5981	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinophytocola, uncultured_bacterium
ASV_5982	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_5983	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_5984	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Rhodoplanes
ASV_5985	Bacteria, Cyanobacteria, Cyanobacteriia, Cyanobacteriales, Phormidiaceae, Tychonema_CCAP_1459-11B
ASV_5986	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Pedosphaeraceae, uncultured_soil
ASV_5987	Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, BIrii41, uncultured_bacterium
ASV_5988	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae, Devosia
ASV_5989	Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, Aquicella, uncultured_bacterium
ASV_599	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, uncultured_bacterium
ASV_5990	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, uncultured_bacterium
ASV_5991	Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, Mucilaginibacter_sp.
ASV_5992	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, bacterium_Ellin511
ASV_5993	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, metagenome
ASV_5994	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_bacterium
ASV_5995	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1, uncultured_bacterium
ASV_5996	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Parafilimonas
ASV_5997	Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, Aquicella, uncultured_bacterium
ASV_5998	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales
ASV_5999	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Parafilimonas, uncultured_bacterium
ASV_6	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_60	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae
ASV_600	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Virgisporangium, uncultured_bacterium
ASV_6000	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_planctomycete
ASV_6001	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_6002	Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, uncultured, uncultured, uncultured_Planctomyces
ASV_6003	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured
ASV_6004	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067
ASV_6005	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, metagenome
ASV_6006	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, uncultured_Thermomonas
ASV_6007	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Pedosphaeraceae, uncultured_Prosthecobacter
ASV_6008	Bacteria, Chloroflexi, TK10, TK10, TK10, TK10, uncultured_bacterium
ASV_6009	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_601	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, uncultured_bacterium
ASV_6010	Bacteria, Acidobacteriota, Blastocatellia, DS-100, DS-100, DS-100
ASV_6011	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Flavisolibacter
ASV_6012	Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, uncultured_Alphaproteobacteria
ASV_6013	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_6014	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured
ASV_6015	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_6016	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_6017	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_6018	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium
ASV_6019	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_602	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_6020	Bacteria, Myxococcota, Polyangia, Polyangiales, Polyangiaceae, uncultured, uncultured_delta
ASV_6021	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41
ASV_6023	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, Fimbriiglobus, uncultured_bacterium
ASV_6024	Bacteria, Chloroflexi, JG30-KF-CM66, JG30-KF-CM66, JG30-KF-CM66, JG30-KF-CM66
ASV_6025	Bacteria, Actinobacteriota, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Sphaerisporangium, Sphaerisporangium_sp.
ASV_6026	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter, uncultivated_soil
ASV_6027	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Ramlibacter
ASV_6028	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_6029	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_Acidobacteriaceae
ASV_603	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, KF-JG30-B3, KF-JG30-B3, uncultured_bacterium
ASV_6030	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_6031	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_6032	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, FFCH5858, uncultured_bacterium
ASV_6033	Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, uncultured, uncultured
ASV_6034	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_bacterium
ASV_6035	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae
ASV_6036	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_6037	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_6038	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Saprospiraceae, uncultured
ASV_6039	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium
ASV_604	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_6040	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Chitinophaga, Chitinophaga_ginsengihumi
ASV_6041	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, uncultured, metagenome
ASV_6042	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_6043	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pir4_lineage
ASV_6044	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_6045	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula, uncultured_soil
ASV_6046	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula
ASV_6047	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_6048	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Pedosphaeraceae, uncultured_subdivision
ASV_6049	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Longispora, uncultured_bacterium
ASV_605	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_6050	Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, A4b, uncultured_soil
ASV_6051	Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, A4b, uncultured_bacterium
ASV_6052	Bacteria, Acidobacteriota, Holophagae, Subgroup_7, Subgroup_7, Subgroup_7
ASV_6053	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula
ASV_6054	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_Acidobacteriaceae
ASV_6055	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_6056	Bacteria, Dependentiae, Babeliae, Babeliales, Vermiphilaceae, Vermiphilaceae, uncultured_bacterium
ASV_6057	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_6058	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinophytocola, uncultured_bacterium
ASV_6059	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_606	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodomicrobiaceae, Rhodomicrobium, uncultured_Rhodomicrobium
ASV_6060	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_6061	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Rhodanobacter, uncultured_Rudaea
ASV_6062	Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Roseisolibacter, uncultured_bacterium
ASV_6063	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, Ohtaekwangia, uncultured_bacterium
ASV_6064	Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcaceae, Romboutsia
ASV_6065	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter, uncultured_Acidobacteria
ASV_6066	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, uncultured, uncultured, uncultured_Hyphomicrobiaceae
ASV_6067	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium
ASV_6068	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_6069	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodomicrobiaceae, Rhodomicrobium
ASV_607	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_6070	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_6071	Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, uncultured, metagenome
ASV_6072	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Roseiarcus
ASV_6073	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_Planctomycetia
ASV_6074	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_6075	Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae
ASV_6076	Bacteria, MBNT15, MBNT15, MBNT15, MBNT15, MBNT15, uncultured_bacterium
ASV_6077	Bacteria, Desulfobacterota, Desulfuromonadia, Geobacterales, Geobacteraceae, Geobacter
ASV_6078	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Rhodanobacter
ASV_6079	Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2
ASV_608	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, Hirschia, uncultured_bacterium
ASV_6080	Bacteria, NB1-j, NB1-j, NB1-j, NB1-j, NB1-j, uncultured_soil
ASV_6081	Bacteria, Acidobacteriota, Subgroup_22, Subgroup_22, Subgroup_22, Subgroup_22
ASV_6082	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_Conexibacter
ASV_6083	Bacteria
ASV_6084	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Nocardioides_sp.
ASV_6085	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Pseudonocardia, uncultured_bacterium
ASV_6086	Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, uncultured_bacterium
ASV_6087	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
ASV_6088	Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillaceae, Skermanella
ASV_6089	Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Rubinisphaeraceae, SH-PL14
ASV_609	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_6090	Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured
ASV_6091	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, Nordella
ASV_6092	Bacteria, Gemmatimonadota, S0134_terrestrial_group, S0134_terrestrial_group, S0134_terrestrial_group, S0134_terrestrial_group, uncultured_Gemmatimonadetes
ASV_6093	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_6094	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Amaricoccus, uncultured_bacterium
ASV_6095	Bacteria, Firmicutes, Clostridia, Clostridia, Hungateiclostridiaceae, Anaerobacterium, uncultured_bacterium
ASV_6096	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25
ASV_6097	Bacteria, Acidobacteriota, Acidobacteriae, Bryobacterales, Bryobacteraceae, Bryobacter
ASV_6098	Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Singulisphaera, uncultured_bacterium
ASV_6099	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Bosea
ASV_61	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia, Paraburkholderia_nodosa
ASV_610	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, uncultured_bacterium
ASV_6100	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45, uncultured_bacterium
ASV_6101	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_6102	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_6103	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured, uncultured_bacterium
ASV_6104	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, metagenome
ASV_6105	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
ASV_6106	Bacteria, Firmicutes, Bacilli, Paenibacillales, Paenibacillaceae, Paenibacillus
ASV_6107	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96, metagenome
ASV_6108	Bacteria, Acidobacteriota, Subgroup_22, Subgroup_22, Subgroup_22, Subgroup_22, uncultured_proteobacterium
ASV_6109	Bacteria, Myxococcota, Myxococcia, Myxococcales, Myxococcaceae, uncultured, uncultured_bacterium
ASV_611	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Xiphinematobacteraceae, Candidatus_Xiphinematobacter
ASV_6110	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae
ASV_6111	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067
ASV_6112	Bacteria, Chloroflexi
ASV_6113	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured
ASV_6114	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, Spartobacteria_bacterium
ASV_6115	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
ASV_6116	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Noviherbaspirillum, Noviherbaspirillum_malthae
ASV_6117	Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Roseiflexaceae, uncultured, uncultured_bacterium
ASV_6118	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_Acidobacteria
ASV_6119	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, JG30-KF-CM45, JG30-KF-CM45
ASV_612	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25
ASV_6120	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter, uncultured_gamma
ASV_6121	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_6122	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_6123	Bacteria, Myxococcota, Polyangia, Polyangiales, Polyangiaceae, uncultured, uncultured_bacterium
ASV_6124	Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup_10, uncultured_soil
ASV_6125	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured_soil
ASV_6126	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae
ASV_6127	Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Intrasporangiaceae, Ornithinimicrobium
ASV_6128	Bacteria, Gemmatimonadota, Longimicrobia, Longimicrobiales, Longimicrobiaceae, Longimicrobiaceae, uncultured_bacterium
ASV_6129	Bacteria, Gemmatimonadota, Longimicrobia, Longimicrobiales, Longimicrobiaceae, Longimicrobiaceae, uncultured_bacterium
ASV_613	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_6130	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium
ASV_6131	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured
ASV_6132	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae
ASV_6133	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured
ASV_6134	Bacteria, Acidobacteriota, Subgroup_5, Subgroup_5, Subgroup_5, Subgroup_5, uncultured_bacterium
ASV_6135	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Roseiarcus, uncultured_Alphaproteobacteria
ASV_6136	Bacteria, WPS-2, WPS-2, WPS-2, WPS-2, WPS-2
ASV_6137	Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter
ASV_6138	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Xanthobacteraceae, Rhizobiales_bacterium
ASV_6139	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_bacterium
ASV_614	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_6140	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae
ASV_6141	Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, WD2101_soil_group, WD2101_soil_group
ASV_6142	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, uncultured_bacterium
ASV_6143	Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter
ASV_6144	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_Acidobacteria
ASV_6145	Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured
ASV_6146	Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Halieaceae, OM60(NOR5)_clade, uncultured_bacterium
ASV_6147	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Flavisolibacter
ASV_6148	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_6149	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Crossiella, uncultured_bacterium
ASV_615	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_bacterium
