"Metric","Source-Location Interaction","Source","Location"
"q0",0.449845779043484,0.787750058719806,0.0270996490467081
"q1",0.00889391144064934,0.62627667422918,0.129959739294784
"q2",8.24158866246572e-06,0.0568286305077432,0.000882225106112674
