"x"
"ASV_498:g__Pir4_lineage"
"ASV_765:uncultured_Pasteuria"
"ASV_763:uncultured_Planctomyces"
"ASV_1270:f__Gemmataceae"
"ASV_1332:uncultured_planctomycete"
"ASV_1163:g__Aquisphaera"
"ASV_478:g__Aquisphaera"
"ASV_25:g__Candidatus_Udaeobacter"
"ASV_283:g__Candidatus_Udaeobacter"
"ASV_1122:g__Candidatus_Udaeobacter"
"ASV_134:g__Candidatus_Udaeobacter"
"ASV_2219:g__Chthoniobacter"
"ASV_555:g__Candidatus_Udaeobacter"
"ASV_68:g__Candidatus_Udaeobacter"
"ASV_471:g__Candidatus_Udaeobacter"
"ASV_165:g__Candidatus_Udaeobacter"
"ASV_379:g__Candidatus_Udaeobacter"
"ASV_455:g__Candidatus_Udaeobacter"
"ASV_321:g__Candidatus_Udaeobacter"
"ASV_524:g__Candidatus_Udaeobacter"
"ASV_783:g__Candidatus_Udaeobacter"
"ASV_331:uncultured_Prosthecobacter"
"ASV_640:uncultured_Prosthecobacter"
"ASV_539:uncultured_Prosthecobacter"
"ASV_1106:uncultured_Prosthecobacter"
"ASV_974:uncultured_Prosthecobacter"
"ASV_1363:uncultured_Prosthecobacter"
"ASV_482:g__Candidatus_Udaeobacter"
"ASV_332:uncultured_Prosthecobacter"
"ASV_1315:uncultured_Prosthecobacter"
"ASV_751:uncultured_Prosthecobacter"
"ASV_24:uncultured_Prosthecobacter"
"ASV_370:g__Candidatus_Udaeobacter"
"ASV_409:uncultured_Xiphinematobacteriaceae"
"ASV_1164:g__Candidatus_Udaeobacter"
"ASV_174:uncultured_Spartobacteria"
"ASV_266:uncultured_Spartobacteria"
"ASV_359:uncultured_Spartobacteria"
"ASV_49:g__Candidatus_Udaeobacter"
"ASV_845:g__Candidatus_Udaeobacter"
"ASV_362:Spartobacteria_bacterium"
"ASV_1252:Spartobacteria_bacterium"
"ASV_186:g__Candidatus_Udaeobacter"
"ASV_74:Spartobacteria_bacterium"
"ASV_252:g__Candidatus_Udaeobacter"
"ASV_363:g__Candidatus_Udaeobacter"
"ASV_373:g__Candidatus_Udaeobacter"
"ASV_43:g__Candidatus_Udaeobacter"
"ASV_93:g__Candidatus_Udaeobacter"
"ASV_273:uncultured_Prosthecobacter"
"ASV_176:uncultured_Prosthecobacter"
"ASV_215:g__Candidatus_Udaeobacter"
"ASV_2374:uncultured_Prosthecobacter"
"ASV_206:g__Candidatus_Udaeobacter"
"ASV_271:g__Candidatus_Udaeobacter"
"ASV_191:g__Candidatus_Udaeobacter"
"ASV_214:g__Candidatus_Udaeobacter"
"ASV_1065:g__Candidatus_Xiphinematobacter"
"ASV_243:g__Candidatus_Xiphinematobacter"
"ASV_169:g__Candidatus_Xiphinematobacter"
"ASV_89:g__Candidatus_Xiphinematobacter"
"ASV_300:g__Candidatus_Xiphinematobacter"
"ASV_312:uncultured_soil"
"ASV_39:uncultured_soil"
"ASV_575:uncultured_soil"
"ASV_120:g__Candidatus_Xiphinematobacter"
"ASV_684:uncultured_Spartobacteria"
"ASV_794:g__Candidatus_Xiphinematobacter"
"ASV_426:g__Candidatus_Xiphinematobacter"
"ASV_168:g__Candidatus_Xiphinematobacter"
"ASV_201:g__Candidatus_Xiphinematobacter"
"ASV_710:uncultured_Spartobacteria"
"ASV_611:g__Candidatus_Xiphinematobacter"
"ASV_1132:g__ADurb.Bin063-1"
"ASV_945:g__ADurb.Bin063-1"
"ASV_1445:g__ADurb.Bin063-1"
"ASV_662:g__ADurb.Bin063-1"
"ASV_2148:uncultured_Verrucomicrobia"
"ASV_1480:g__ADurb.Bin063-1"
"ASV_355:bacterium_enrichment"
"ASV_565:f__Pedosphaeraceae"
"ASV_395:f__Pedosphaeraceae"
"ASV_381:f__Pedosphaeraceae"
"ASV_1923:f__Pedosphaeraceae"
"ASV_31:f__Pedosphaeraceae"
"ASV_582:f__Pedosphaeraceae"
"ASV_55:f__Pedosphaeraceae"
"ASV_2540:g__Pedosphaeraceae"
"ASV_809:g__Ellin516"
"ASV_1043:f__Vicinamibacteraceae"
"ASV_472:g__Vicinamibacteraceae"
"ASV_616:uncultured_Acidobacteriales"
"ASV_739:g__Vicinamibacteraceae"
"ASV_345:o__Vicinamibacterales"
"ASV_535:o__Vicinamibacterales"
"ASV_297:o__Vicinamibacterales"
"ASV_561:o__Vicinamibacterales"
"ASV_88:g__Acidipila"
"ASV_328:g__Acidipila"
"ASV_58:g__Acidipila"
"ASV_236:g__Edaphobacter"
"ASV_278:g__Edaphobacter"
"ASV_410:Granulicella_paludicola"
"ASV_864:g__Granulicella"
"ASV_877:g__Granulicella"
"ASV_15:g__Acidipila"
"ASV_909:g__Acidipila"
"ASV_1416:g__Acidipila"
"ASV_51:g__Acidipila"
"ASV_140:g__Acidipila"
"ASV_122:Acidicapsa_sp."
"ASV_380:g__Acidicapsa"
"ASV_23:Acidicapsa_sp."
"ASV_162:Acidicapsa_sp."
"ASV_248:g__Acidipila"
"ASV_26:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_238:g__Occallatibacter"
"ASV_320:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_1290:g__Occallatibacter"
"ASV_296:g__Terracidiphilus"
"ASV_1622:o__Acidobacteriales"
"ASV_970:o__Acidobacteriales"
"ASV_748:o__Acidobacteriales"
"ASV_553:uncultured_forest"
"ASV_407:uncultured_forest"
"ASV_766:o__Acidobacteriales"
