Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	DR1014-E	DR1014-SAH	DR1018-E	DR1018-SAH	DR1019-E	DR1019-SAH	DR1025-E	DR1025-SAH	DR1027-E	DR1027-H	DR1027-SAH	DR1030-E	DR1030-SAH	DR1035-E	DR1035-H	DR1035-SAH	Shared
ASV_4146	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		ASV_4146	0	0	0	0	0	0.0144608977325312	0	0	0	0.0157084511467169	0	0	0	0.0161537840239076	0.0291785383268683	0.0717419497254491	Rhizhomorph
ASV_5430	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_sp.	ASV_5430	0	0	0	0	0.00886184385431129	0	0	0.015226990929064	0	0.00628338045868677	0.0564637556463756	0.0033479527269075	0.0531190863517148	0	0	0	Rhizhomorph
ASV_2466	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		ASV_2466	0.0190350684530346	0.0732171621027969	0	0	0	0	0.0286478227654698	0	0	0.0502670436694942	0	0.0385014563594362	0.0531190863517148	0	0	0	Rhizhomorph
ASV_2548	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		ASV_2548	0	0	0	0.01572285841566	0	0.0289217954650625	0	0.0261034130212525	0	0.0172792962613886	0.0349537534953753	0	0.109558115600412	0.0262498990388498	0.0549243074388109	0.0607047266907646	Rhizhomorph_Soil associated
ASV_2973	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		ASV_2973	0	0.0195245765607458	0	0.0733733392730798	0	0.011568718186025	0	0.00870113767375084	0	0	0.0188212518821252	0	0.0232396002788752	0.00605766900896535	0	0.0165558345520267	Soil associated
ASV_3279	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		ASV_3279	0	0.0146434324205594	0	0.0497890516495899	0.029539479514371	0.011568718186025	0	0.0130517065106263	0	0	0.0107550010755001	0	0.0331994289698217	0.0040384460059769	0	0	Soil associated
ASV_314	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		ASV_314	0	0.0244057207009323	0.129761406446212	0.0969576268965698	0	0	0.549083269671505	0.0522068260425051	0.0215080744896313	0.367577756833176	0.115616261561626	0.162375707255014	0.0497991434547326	0.16961473225103	0.200816999073152	0.0496675036560801	Core
ASV_3178	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		ASV_3178	0	0.0122028603504661	0.0209292591042277	0.0314457168313199	0	0.0173530772790375	0.0167112299465241	0	0	0.0801131008482564	0.0241987524198752	0.0033479527269075	0.00663988579396434	0	0	0.0137965287933556	Rhizhomorph_Soil associated
ASV_2744	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium		ASV_2744	0	0.00732171621027969	0	0.0707528628704699	0.0413552713201193	0	0	0.0652585325531313	0	0.00628338045868677	0.0779737577973758	0	0	0	0	0	Rhizhomorph_Soil associated
ASV_4340	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium		ASV_4340	0	0	0	0.01048190561044	0	0.0202452568255437	0	0.00870113767375084	0	0.0298460571787622	0.0457087545708755	0	0	0	0.0257457691119426	0	Rhizhomorph_Soil associated
ASV_4690	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium		ASV_4690	0	0	0	0	0	0	0.193372803666921	0	0	0	0	0	0	0	0	0	Non-core
ASV_5093	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium_sp.	ASV_5093	0	0.0219651486308391	0	0.02096381122088	0	0.0433826931975937	0	0	0	0.0172792962613886	0	0	0	0	0	0	Rhizhomorph
ASV_2342	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		ASV_2342	0	0.0122028603504661	0	0.0995781032991798	0	0.0433826931975937	0	0.0108764220921886	0	0	0	0	0	0	0.149325460849267	0.0137965287933556	Rhizhomorph_Soil associated
ASV_5432	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		ASV_5432	0	0	0	0.17295144257226	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_6058	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		ASV_6058	0	0	0	0	0	0	0	0.097887798829697	0	0	0	0	0	0	0.010298307644777	0.0137965287933556	Rhizhomorph
ASV_4080	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		ASV_4080	0	0	0	0	0	0.0491670522906062	0	0.015226990929064	0	0	0.0268875026887503	0.01339181090763	0.0165997144849109	0	0.010298307644777	0.0303523633453823	Rhizhomorph_Soil associated
ASV_5587	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis		ASV_5587	0	0	0	0.01310238201305	0	0.011568718186025	0	0.0108764220921886	0	0	0	0	0.019919657381893	0	0	0	Soil associated
ASV_4281	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		ASV_4281	0	0	0	0	0	0	0	0	0	0	0.247365024736502	0	0	0	0	0	Non-core
ASV_2767	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae			ASV_2767	0	0	0	0	0	0.011568718186025	0	0.0130517065106263	0	0.00942507068803016	0.0376425037642504	0	0.0431592576607682	0.0040384460059769	0	0	Rhizhomorph_Soil associated
ASV_921	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae			ASV_921	0	0	0	0	0	0.0578435909301249	0	0	0	0.00471253534401508	0.134437513443751	0	0.109558115600412	0.0222114530328729	0.00343276921492568	0.0331116691040534	Rhizhomorph_Soil associated
ASV_3903	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae			ASV_3903	0	0.0122028603504661	0	0.0628914336626399	0	0.0202452568255437	0	0.0130517065106263	0	0	0.0107550010755001	0	0	0	0	0.00551861151734224	Soil associated
ASV_3184	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae			ASV_3184	0	0	0	0.0550300044548099	0.0354473754172452	0	0.0143239113827349	0.015226990929064	0.00537701862240783	0.0235626767200754	0.0833512583351258	0	0	0	0	0	Rhizhomorph
ASV_4141	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		ASV_4141	0	0	0	0	0	0	0.0501336898395722	0.0195775597659394	0	0.00628338045868677	0	0	0	0.0323075680478152	0.0669389996910508	0	Rhizhomorph
ASV_4464	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola		ASV_4464	0	0	0	0.0262047640260999	0.0118157918057484	0	0	0	0	0.00314169022934339	0	0	0	0.0040384460059769	0	0	Rhizhomorph
ASV_3416	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria		ASV_3416	0	0.0292868648411188	0	0	0	0	0	0.00870113767375084	0	0.00942507068803016	0.0376425037642504	0	0.0165997144849109	0	0	0.0331116691040534	Rhizhomorph_Soil associated
ASV_1006	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1006	0	0.0170840044906526	0	0	0.0649868549316161	0.034706154558075	0	0	0	0	0.0107550010755001	0.0351535036325287	0.00995982869094652	0	0	0	Soil associated
ASV_935	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_935	0	0.0756577341728901	0	0	0	0	0	0	0	0	0	0.00502192909036124	0	0	0	0	Non-core
ASV_456	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_456	0	0	0	0.00524095280521999	0.150651345523292	0.147501156871819	0.391520244461421	0.184899175567205	0	0.0471253534401508	0.0779737577973758	0.0100438581807225	0	0.137307164203215	0.152758230064193	0.184873485830965	Core
ASV_5146	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_5146	0	0.00976228828037292	0	0	0	0	0	0	0	0	0	0	0	0.0121153380179307	0	0.0303523633453823	Non-core
ASV_1605	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1605	0	0	0	0	0	0.0375983341045812	0.238731856378915	0.0413304039503165	0	0	0.0349537534953753	0	0	0.0323075680478152	0.0446259997940338	0.0855384785188047	Rhizhomorph_Soil associated
ASV_184	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_184	0	0.163518328696246	0.0167434072833822	0.02096381122088	0.0236315836114968	0.0318139750115687	0.062070282658518	0	0	0.0109959158027019	0	0.0184137399979912	0.139437601673251	0	0	0.0441488921387379	Core
ASV_997	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_997	0	0.122028603504662	0.00837170364169108	0.01310238201305	0	0.011568718186025	0.0214858670741024	0.00435056883687542	0	0	0	0	0	0	0	0.0413895863800668	Soil associated
ASV_1700	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1700	0	0	0	0	0	0.0144608977325312	0	0	0	0	0	0.01339181090763	0.0265595431758574	0	0	0.0165558345520267	Non-core
ASV_1827	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1827	0	0.00976228828037292	0	0	0	0.0144608977325312	0.114591291061879	0	0	0	0	0	0.0232396002788752	0	0.00514915382238852	0.0193151403106978	Rhizhomorph_Soil associated
ASV_222	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_222	0	0.356323522233612	0.0209292591042277	0.0445480988443699	0.0324934274658081	0.0925497454881999	0.47746371275783	0.030453981858128	0	0.00942507068803016	0.0295762529576253	0	0	0.0080768920119538	0.0154474614671656	0.102094313070831	Core
ASV_1230	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1230	0	0	0	0	0.0206776356600597	0	0.444041252864782	0.0891866611559461	0	0.00471253534401508	0.0161325016132502	0	0	0.0262498990388498	0.0085819230373142	0.104853618829503	Rhizhomorph
ASV_327	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_327	0	0	0	0	0.0708947508344903	0.0144608977325312	0	0.0108764220921886	0	0.0863964813069431	0.00806625080662508	0	0.00663988579396434	0.0949034811404572	0.217980845147781	0.0386302806213957	Rhizhomorph_Soil associated
ASV_4339	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Rugosimonospora		ASV_4339	0	0	0	0.0288252404287099	0	0	0	0	0	0.020420986490732	0	0	0.0132797715879287	0.0100961150149422	0.0652226150835879	0	Rhizhomorph
ASV_1570	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_1570	0	0	0	0.0314457168313199	0	0	0	0	0	0.208922400251335	0.287696278769628	0	0	0	0	0	Rhizhomorph
ASV_1586	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_1586	0	0	0.0418585182084554	0.0969576268965698	0	0	0	0	0	0	0	0	0.0497991434547326	0	0	0	Non-core
ASV_1770	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		ASV_1770	0	0.0195245765607458	0	0.00524095280521999	0	0.0896575659416937	0	0.0413304039503165	0.0161310558672235	0.0267043669494188	0.0403312540331254	0	0.116198001394376	0	0	0.0358709748627245	Rhizhomorph_Soil associated
ASV_2709	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_2709	0	0.031727436911212	0	0.01310238201305	0	0.0318139750115687	0	0	0.00896169770401305	0.0109959158027019	0.0752850075285007	0	0.0829985724245543	0	0.010298307644777	0.0275930575867112	Rhizhomorph_Soil associated
ASV_5091	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		ASV_5091	0	0.0268462927710255	0	0.02096381122088	0.0147697397571855	0	0	0	0	0	0.0107550010755001	0	0	0	0	0	Non-core
ASV_690	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora		ASV_690	0	0.0780983062429833	0	0.00524095280521999	0	0.0694123091161499	0.551470588235294	0	0	0	0.0215100021510002	0.0234356690883525	0.0597589721456791	0	0.0137310768597027	0	Rhizhomorph_Soil associated
ASV_2230	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_2230	0	0.0976228828037292	0	0.0262047640260999	0	0.02313743637205	0	0.00652585325531313	0.00358467908160522	0	0	0	0.0497991434547326	0	0	0.0331116691040534	Soil associated
ASV_4763	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_4763	0	0.0292868648411188	0	0	0	0.0578435909301249	0	0	0	0	0	0	0.00663988579396434	0	0	0.0110372230346845	Soil associated
ASV_3745	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_3745	0	0	0	0	0.0531710631258677	0.124363720499769	0	0	0	0	0.0241987524198752	0	0.019919657381893	0	0	0	Non-core
ASV_2834	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_2834	0	0	0	0.01572285841566	0	0.0144608977325312	0	0	0	0	0.0134437513443751	0	0.0630789150426613	0	0	0.093816395794818	Soil associated
ASV_3092	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora		ASV_3092	0	0.0195245765607458	0	0.0340661932339299	0	0	0.0047746371275783	0.030453981858128	0	0	0	0	0.019919657381893	0.0383652370567805	0.0240293845044798	0.0303523633453823	Rhizhomorph_Soil associated
ASV_3621	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora		ASV_3621	0	0.0414897251915849	0.0502302218501465	0	0	0	0.0286478227654698	0.0195775597659394	0	0.0361294376374489	0.00806625080662508	0	0	0	0.0188802306820912	0	Rhizhomorph
ASV_1718	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1718	0	0	0	0.00524095280521999	0.127019761911795	0.0289217954650625	0.031035141329259	0.015226990929064	0	0.0267043669494188	0	0	0	0.113076488167353	0.0944011534104562	0.00827791727601336	Rhizhomorph_Soil associated
ASV_900	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_900	0	0.0292868648411188	0.104646295521139	0.665601006262939	0	0	0	0.0174022753475017	0	0.00942507068803016	0	0	0	0	0.00686553842985136	0.0413895863800668	Rhizhomorph_Soil associated
ASV_414	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes		ASV_414	0	0	0	0.0314457168313199	0	0.0318139750115687	1.60427807486631	0.0413304039503165	0	0.0439836632108074	0.0591525059152506	0	0	0	0	0	Rhizhomorph_Soil associated
ASV_3073	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3073	0	0	0	0.0497890516495899	0	0	0	0.0456809727871919	0	0	0	0	0	0	0.00514915382238852	0.00551861151734224	Rhizhomorph
ASV_1123	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_1123	0	0.0390491531214917	0	0.0314457168313199	0	0.0896575659416937	0	0.0326292662765657	0.0304697721936444	0	0.0779737577973758	0	0.129477772982305	0	0	0.0413895863800668	Soil associated
ASV_1215	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		uncultured_actinobacterium	ASV_1215	0	0	0	0	0	0.0404905136510875	0.279316271963331	0.0239281286028148	0.0519778466832757	0.00942507068803016	0.0779737577973758	0	0	0	0.00343276921492568	0	Rhizhomorph
ASV_1319	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		uncultured_actinobacterium	ASV_1319	0	0	0	0	0	0	0	0.0630832481346936	0	0	0	0	0	0.0767304741135611	0.0720881535134393	0.102094313070831	Rhizhomorph
ASV_1707	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		uncultured_actinobacterium	ASV_1707	0	0.063454873822424	0	0	0	0.02313743637205	0.124140565317036	0.0957125144112593	0	0.020420986490732	0.0134437513443751	0	0	0.0524997980776997	0.0171638460746284	0.0413895863800668	Rhizhomorph_Soil associated
ASV_1422	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		uncultured_actinobacterium	ASV_1422	0	0	0.0334868145667643	0	0	0.02313743637205	0	0.067433816971569	0	0.00942507068803016	0.0806625080662508	0	0	0.0282691220418383	0.0514915382238852	0.0579454209320935	Rhizhomorph_Soil associated
ASV_666	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		uncultured_actinobacterium	ASV_666	0	0.0244057207009323	0	0.10743953250701	0	0	0.0883307868601986	0.291488112070653	0	0	0	0	0.0232396002788752	0.0080768920119538	0.032611307541794	0.0193151403106978	Rhizhomorph_Soil associated
ASV_3673	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3673	0	0.0146434324205594	0	0	0.0177236877086226	0	0	0.00870113767375084	0	0.0157084511467169	0	0	0	0.0262498990388498	0.0188802306820912	0	Rhizhomorph
ASV_6041	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_6041	0	0	0	0	0	0.00867653863951874	0.0143239113827349	0	0	0.00628338045868677	0.00537750053775005	0	0	0.040384460059769	0.0154474614671656	0	Rhizhomorph
ASV_3286	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3286	0	0	0	0	0	0	0.0429717341482047	0.0239281286028148	0	0	0	0	0.0165997144849109	0.0444229060657459	0.0583570766537366	0.0165558345520267	Rhizhomorph
ASV_4309	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_4309	0	0	0	0	0	0	0	0.0391551195318788	0	0.0282752120640905	0.0268875026887503	0	0	0.00605766900896535	0	0.0386302806213957	Rhizhomorph
ASV_3672	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3672	0	0.0170840044906526	0	0	0	0	0	0	0	0	0	0	0.0132797715879287	0	0	0.00551861151734224	Non-core
ASV_5691	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_5691	0	0.0195245765607458	0	0	0	0.0144608977325312	0	0	0	0	0	0	0.0331994289698217	0	0	0.0110372230346845	Soil associated
ASV_5826	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_5826	0	0	0	0	0	0	0	0.067433816971569	0	0	0	0	0	0	0	0	Non-core
ASV_2606	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_2606	0	0.0122028603504661	0	0	0	0	0	0.030453981858128	0	0.0235626767200754	0.0349537534953753	0	0.0232396002788752	0	0	0	Rhizhomorph_Soil associated
ASV_2974	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_2974	0	0.0122028603504661	0	0	0	0	0	0	0	0	0	0	0.00663988579396434	0.115095711170342	0.00686553842985136	0.0110372230346845	Rhizhomorph
ASV_3090	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3090	0	0.0292868648411188	0.0334868145667643	0.01572285841566	0	0	0	0.00652585325531313	0	0	0.00806625080662508	0	0	0.0262498990388498	0.0223129998970169	0.00551861151734224	Rhizhomorph_Soil associated
ASV_4858	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_4858	0	0	0	0	0	0.00578435909301249	0	0.0130517065106263	0	0	0	0	0	0.0262498990388498	0.0823864611582163	0.00551861151734224	Rhizhomorph
ASV_2679	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Rhizocola		ASV_2679	0	0.0707765900327037	0	0.01572285841566	0	0.0144608977325312	0	0.0391551195318788	0	0	0.0161325016132502	0	0.0265595431758574	0	0	0.0331116691040534	Soil associated
ASV_3446	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3446	0	0	0	0	0	0	0	0	0	0	0.120993762099376	0	0	0	0	0	Non-core
ASV_3845	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3845	0	0.00488114414018646	0	0.01834333481827	0	0.0375983341045812	0	0	0.0143387163264209	0.0109959158027019	0.0403312540331254	0	0.0232396002788752	0	0.00514915382238852	0.0165558345520267	Rhizhomorph_Soil associated
ASV_1922	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1922	0	0	0	0	0	0	0.0047746371275783	0.0435056883687542	0	0	0	0	0.00663988579396434	0	0	0	Non-core
ASV_1935	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0302883450448267	0.0463423844014967	0.331116691040534	Rhizhomorph
ASV_5320	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_5320	0	0	0	0.01310238201305	0	0	0	0.030453981858128	0	0	0	0	0	0	0	0	Non-core
ASV_2990	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_2990	0	0.0292868648411188	0	0	0	0.00578435909301249	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3065	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3065	0	0.0366085810513984	0	0	0.0354473754172452	0.0260296159185562	0.062070282658518	0.0456809727871919	0	0	0	0	0	0.0040384460059769	0.00514915382238852	0.0110372230346845	Rhizhomorph_Soil associated
ASV_422	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		Micromonosporaceae_bacterium	ASV_422	0	0	0	0	0	0	0	0	0	0	0	0	0.617509378838684	0.0747112511105727	0.010298307644777	1.25548412019536	Rhizhomorph
ASV_5705	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora		ASV_5705	0	0	0	0	0	0	0	0.0217528441843771	0	0	0	0	0	0	0	0.132446676416214	Non-core
ASV_6049	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora		ASV_6049	0	0	0	0.0497890516495899	0.0206776356600597	0	0	0	0	0.0235626767200754	0	0	0	0	0	0	Rhizhomorph
ASV_5838	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora		ASV_5838	0	0	0.00837170364169108	0.0288252404287099	0	0	0	0.0261034130212525	0	0	0	0	0.0497991434547326	0	0	0.0193151403106978	Soil associated
ASV_3026	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_3026	0	0.0122028603504661	0.0125575554625366	0.0759938156756898	0	0	0	0.0413304039503165	0	0	0	0	0	0	0	0	Non-core
ASV_2089	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_2089	0	0	0	0	0	0.0491670522906062	0	0	0	0	0.0241987524198752	0	0.0531190863517148	0	0	0.0193151403106978	Soil associated
ASV_1372	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_1372	0	0.0780983062429833	0	0.10743953250701	0	0.0433826931975937	0	0.0565573948793805	0	0	0	0	0.0165997144849109	0.0121153380179307	0.0308949229343311	0.154521122485583	Rhizhomorph_Soil associated
ASV_600	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_600	0	0.0292868648411188	0	0	0	0.133040259139287	0.0668449197860962	0.10441365208501	0	0.0424128180961357	0.198967519896752	0	0.15271737326118	0.0121153380179307	0.0188802306820912	0.0827791727601336	Rhizhomorph_Soil associated
ASV_218	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_218	0	0.102504026943916	0.0418585182084554	0.18081287178009	0.0177236877086226	0.396228597871356	0.0358097784568373	0.337169084857845	0	0.0534087338988376	0.268875026887503	0	0.468111948474486	0.0141345610209191	0.0137310768597027	0.0827791727601336	Core
ASV_3206	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_3206	0	0.00488114414018646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00827791727601336	Non-core
ASV_476	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_476	0	0.0976228828037292	0	0.324939073923639	0.029539479514371	0.0809810273021749	0	0.130517065106263	0	0.0439836632108074	0.134437513443751	0.0033479527269075	0.15271737326118	0.0161537840239076	0.0394768459716453	0.135205982174885	Rhizhomorph_Soil associated
ASV_3873	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_3873	0	0	0.0418585182084554	0.246324781845339	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4363	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae			ASV_4363	0	0.0366085810513984	0	0	0	0.0375983341045812	0	0	0	0	0.00806625080662508	0	0	0	0	0	Non-core
ASV_5518	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium		ASV_5518	0	0.0341680089813052	0	0.0393071460391499	0	0	0	0	0	0	0	0	0	0	0	0.0165558345520267	Non-core
ASV_1976	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	Virgisporangium_ochraceum	ASV_1976	0	0.0170840044906526	0	0.00524095280521999	0	0	0	0.0217528441843771	0	0	0	0	0.0697188008366256	0	0	0.0662233382081068	Soil associated
ASV_1716	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium		ASV_1716	0	0.0292868648411188	0.00837170364169108	0.11268048531223	0	0.034706154558075	0.00716195569136746	0.067433816971569	0	0	0	0	0	0.00605766900896535	0.0188802306820912	0.0386302806213957	Rhizhomorph_Soil associated
ASV_1915	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium		ASV_1915	0	0.0463708693317714	0	0.0786142920782998	0.0206776356600597	0.00867653863951874	0	0.0108764220921886	0.0448084885200652	0	0	0	0.0597589721456791	0	0	0	Soil associated
ASV_2602	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium		ASV_2602	0	0.0414897251915849	0	0.00524095280521999	0	0	0	0.00870113767375084	0	0	0	0	0.019919657381893	0.0343267910508036	0.0446259997940338	0.0137965287933556	Rhizhomorph_Soil associated
