"x"
"ASV_1797:g__WD2101_soil_group"
"ASV_1823:uncultured_planctomycete"
"ASV_779:g__WD2101_soil_group"
"ASV_1560:g__Pir4_lineage"
"ASV_800:uncultured_Planctomycetaceae"
"ASV_498:g__Pir4_lineage"
"ASV_765:uncultured_Pasteuria"
"ASV_2055:f__Pirellulaceae"
"ASV_1894:f__Pirellulaceae"
"ASV_1044:g__Gemmata"
"ASV_1336:f__Gemmataceae"
"ASV_1270:f__Gemmataceae"
"ASV_1604:f__Gemmataceae"
"ASV_1381:f__Gemmataceae"
"ASV_1673:f__Gemmataceae"
"ASV_478:g__Aquisphaera"
"ASV_1048:uncultured_Prosthecobacter"
"ASV_939:uncultured_Prosthecobacter"
"ASV_25:g__Candidatus_Udaeobacter"
"ASV_283:g__Candidatus_Udaeobacter"
"ASV_1122:g__Candidatus_Udaeobacter"
"ASV_134:g__Candidatus_Udaeobacter"
"ASV_2219:g__Chthoniobacter"
"ASV_555:g__Candidatus_Udaeobacter"
"ASV_68:g__Candidatus_Udaeobacter"
"ASV_1104:g__Candidatus_Udaeobacter"
"ASV_471:g__Candidatus_Udaeobacter"
"ASV_165:g__Candidatus_Udaeobacter"
"ASV_379:g__Candidatus_Udaeobacter"
"ASV_455:g__Candidatus_Udaeobacter"
"ASV_321:g__Candidatus_Udaeobacter"
"ASV_524:g__Candidatus_Udaeobacter"
"ASV_783:g__Candidatus_Udaeobacter"
"ASV_2018:uncultured_Prosthecobacter"
"ASV_331:uncultured_Prosthecobacter"
"ASV_640:uncultured_Prosthecobacter"
"ASV_539:uncultured_Prosthecobacter"
"ASV_1106:uncultured_Prosthecobacter"
"ASV_974:uncultured_Prosthecobacter"
"ASV_482:g__Candidatus_Udaeobacter"
"ASV_332:uncultured_Prosthecobacter"
"ASV_1315:uncultured_Prosthecobacter"
"ASV_751:uncultured_Prosthecobacter"
"ASV_24:uncultured_Prosthecobacter"
"ASV_370:g__Candidatus_Udaeobacter"
"ASV_409:uncultured_Xiphinematobacteriaceae"
"ASV_1164:g__Candidatus_Udaeobacter"
"ASV_174:uncultured_Spartobacteria"
"ASV_2017:uncultured_Spartobacteria"
"ASV_266:uncultured_Spartobacteria"
"ASV_359:uncultured_Spartobacteria"
"ASV_1174:g__Candidatus_Udaeobacter"
"ASV_362:Spartobacteria_bacterium"
"ASV_1252:Spartobacteria_bacterium"
"ASV_186:g__Candidatus_Udaeobacter"
"ASV_972:Spartobacteria_bacterium"
"ASV_74:Spartobacteria_bacterium"
"ASV_252:g__Candidatus_Udaeobacter"
"ASV_363:g__Candidatus_Udaeobacter"
"ASV_373:g__Candidatus_Udaeobacter"
"ASV_43:g__Candidatus_Udaeobacter"
"ASV_273:uncultured_Prosthecobacter"
"ASV_176:uncultured_Prosthecobacter"
"ASV_215:g__Candidatus_Udaeobacter"
"ASV_2374:uncultured_Prosthecobacter"
"ASV_206:g__Candidatus_Udaeobacter"
"ASV_271:g__Candidatus_Udaeobacter"
"ASV_191:g__Candidatus_Udaeobacter"
"ASV_214:g__Candidatus_Udaeobacter"
"ASV_1065:g__Candidatus_Xiphinematobacter"
"ASV_243:g__Candidatus_Xiphinematobacter"
"ASV_169:g__Candidatus_Xiphinematobacter"
"ASV_755:g__Candidatus_Xiphinematobacter"
"ASV_231:g__Candidatus_Xiphinematobacter"
"ASV_89:g__Candidatus_Xiphinematobacter"
"ASV_300:g__Candidatus_Xiphinematobacter"
"ASV_233:g__Candidatus_Xiphinematobacter"
"ASV_312:uncultured_soil"
"ASV_39:uncultured_soil"
"ASV_575:uncultured_soil"
"ASV_120:g__Candidatus_Xiphinematobacter"
"ASV_684:uncultured_Spartobacteria"
"ASV_794:g__Candidatus_Xiphinematobacter"
"ASV_426:g__Candidatus_Xiphinematobacter"
"ASV_168:g__Candidatus_Xiphinematobacter"
"ASV_201:g__Candidatus_Xiphinematobacter"
"ASV_710:uncultured_Spartobacteria"
"ASV_611:g__Candidatus_Xiphinematobacter"
"ASV_945:g__ADurb.Bin063-1"
"ASV_1445:g__ADurb.Bin063-1"
"ASV_662:g__ADurb.Bin063-1"
"ASV_2148:uncultured_Verrucomicrobia"
"ASV_1239:f__Pedosphaeraceae"
"ASV_355:bacterium_enrichment"
"ASV_565:f__Pedosphaeraceae"
"ASV_395:f__Pedosphaeraceae"
"ASV_381:f__Pedosphaeraceae"
"ASV_1923:f__Pedosphaeraceae"
"ASV_582:f__Pedosphaeraceae"
"ASV_55:f__Pedosphaeraceae"
"ASV_809:g__Ellin516"
"ASV_1306:g__Candidatus_Kaiserbacteria"
"ASV_1627:uncultured_Acidobacteriaceae"
"ASV_957:uncultured_Acidobacteriaceae"
"ASV_704:g__Vicinamibacteraceae"
"ASV_371:g__Vicinamibacteraceae"
"ASV_982:g__Vicinamibacteraceae"
"ASV_1043:f__Vicinamibacteraceae"
"ASV_1603:g__Vicinamibacteraceae"
"ASV_1441:g__Vicinamibacteraceae"
"ASV_195:g__Vicinamibacteraceae"
"ASV_472:g__Vicinamibacteraceae"
"ASV_1235:g__Vicinamibacteraceae"
"ASV_622:g__Vicinamibacteraceae"
"ASV_732:g__Vicinamibacteraceae"
"ASV_717:g__Vicinamibacteraceae"
"ASV_1237:g__Vicinamibacteraceae"
"ASV_978:g__Vicinamibacteraceae"
"ASV_616:uncultured_Acidobacteriales"
"ASV_789:uncultured_Acidobacteriales"
"ASV_739:g__Vicinamibacteraceae"
"ASV_1374:g__Vicinamibacter"
"ASV_1623:uncultured_Acidobacteria"
"ASV_787:o__Vicinamibacterales"
"ASV_345:o__Vicinamibacterales"
"ASV_535:o__Vicinamibacterales"
"ASV_297:o__Vicinamibacterales"
"ASV_2694:uncultured_Acidobacteriales"
"ASV_853:o__Vicinamibacterales"
"ASV_561:o__Vicinamibacterales"
"ASV_836:uncultured_Acidobacteriaceae"
"ASV_715:o__Vicinamibacterales"
"ASV_754:o__Vicinamibacterales"
"ASV_653:o__Vicinamibacterales"
"ASV_88:g__Acidipila"
"ASV_328:g__Acidipila"
"ASV_58:g__Acidipila"
"ASV_236:g__Edaphobacter"
"ASV_278:g__Edaphobacter"
"ASV_659:g__Terriglobus"
"ASV_410:Granulicella_paludicola"
"ASV_731:g__Granulicella"
"ASV_864:g__Granulicella"
"ASV_877:g__Granulicella"
"ASV_15:g__Acidipila"
"ASV_581:g__Acidipila"
"ASV_393:g__Acidipila"
"ASV_909:g__Acidipila"
"ASV_502:g__Acidipila"
"ASV_1013:g__Acidipila"
"ASV_2401:g__Acidipila"
"ASV_1416:g__Acidipila"
"ASV_51:g__Acidipila"
"ASV_122:Acidicapsa_sp."
"ASV_356:Acidicapsa_sp."
"ASV_380:g__Acidicapsa"
"ASV_23:Acidicapsa_sp."
"ASV_162:Acidicapsa_sp."
"ASV_248:g__Acidipila"
"ASV_26:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_238:g__Occallatibacter"
"ASV_320:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_1290:g__Occallatibacter"
"ASV_1738:uncultured_Acidobacteria"
"ASV_296:g__Terracidiphilus"
"ASV_1622:o__Acidobacteriales"
"ASV_970:o__Acidobacteriales"
"ASV_748:o__Acidobacteriales"
"ASV_553:uncultured_forest"
"ASV_407:uncultured_forest"
"ASV_623:o__Acidobacteriales"
"ASV_766:o__Acidobacteriales"
"ASV_685:o__Acidobacteriales"
"ASV_986:o__Acidobacteriales"
"ASV_212:g__Candidatus_Koribacter"
"ASV_531:g__Candidatus_Koribacter"
"ASV_852:g__Candidatus_Koribacter"
"ASV_1316:o__Acidobacteriales"
"ASV_693:o__Acidobacteriales"
"ASV_108:o__Acidobacteriales"
"ASV_1127:o__Acidobacteriales"
"ASV_441:o__Acidobacteriales"
"ASV_835:o__Acidobacteriales"
"ASV_661:o__Acidobacteriales"
"ASV_886:o__Acidobacteriales"
"ASV_588:g__Subgroup_5"
"ASV_1406:g__Subgroup_5"
"ASV_432:g__Subgroup_5"
"ASV_1231:g__Subgroup_5"
"ASV_1172:g__Subgroup_5"
"ASV_1701:g__Subgroup_5"
"ASV_1341:uncultured_Acidimicrobiia"
"ASV_911:uncultured_Acidimicrobiia"
"ASV_520:uncultured_Acidimicrobiia"
"ASV_1617:uncultured_Acidimicrobiia"
"ASV_401:uncultured_Acidimicrobiia"
"ASV_1453:uncultured_Acidimicrobiia"
"ASV_791:uncultured_Acidimicrobiia"
"ASV_674:uncultured_Acidimicrobiia"
"ASV_1409:g__Iamia"
"ASV_1015:f__Ilumatobacteraceae"
"ASV_463:f__Ilumatobacteraceae"
"ASV_589:f__Ilumatobacteraceae"
"ASV_951:f__Ilumatobacteraceae"
"ASV_572:g__Ilumatobacter"
"ASV_1334:g__Iamia"
"ASV_1211:o__Microtrichales"
"ASV_584:g__IMCC26256"
"ASV_747:g__IMCC26256"
"ASV_868:g__IMCC26256"
"ASV_1563:uncultured_Acidimicrobiia"
"ASV_550:uncultured_Acidimicrobiia"
"ASV_730:g__IMCC26256"
"ASV_2010:uncultured_Acidothermaceae"
"ASV_896:g__Rubrobacter"
"ASV_931:uncultured_Actinomycetales"
"ASV_106:uncultured_Actinomycetales"
"ASV_996:g__Streptomyces"
"ASV_1852:g__Streptomyces"
"ASV_1031:g__Streptomyces"
"ASV_46:g__Streptomyces"
"ASV_605:g__Streptomyces"
"ASV_1017:g__Acidothermus"
"ASV_1223:g__Actinomadura"
"ASV_1579:g__Actinoallomurus"
"ASV_388:g__Acidothermus"
"ASV_1078:g__Acidothermus"
"ASV_1063:g__Acidothermus"
"ASV_928:g__Acidothermus"
"ASV_160:g__Acidothermus"
"ASV_237:g__Acidothermus"
"ASV_2348:g__Acidothermus"
