"Metric","Source-Location Interaction","Source","Location"
"q0",0.261194020530717,0.670174974532949,0.0445608491083068
"q1",0.369378428625131,0.0425700517949125,0.129959739294784
"q2",0.0107854425581414,0.000518729005969727,0.00042656799859785
