"x"
"ASV_3775:g__WD2101_soil_group"
"ASV_2220:g__WD2101_soil_group"
"ASV_1924:uncultured_Pasteuria"
"ASV_765:uncultured_Pasteuria"
"ASV_2059:f__Pirellulaceae"
"ASV_1226:uncultured_Planctomyces"
"ASV_1830:uncultured_Planctomyces"
"ASV_2052:uncultured_Planctomyces"
"ASV_763:uncultured_Planctomyces"
"ASV_5027:g__Schlesneria"
"ASV_4009:g__Fimbriiglobus"
"ASV_2857:uncultured_planctomycete"
"ASV_3015:f__Gemmataceae"
"ASV_2226:uncultured_Planctomycetaceae"
"ASV_3482:uncultured_planctomycete"
"ASV_1054:f__Gemmataceae"
"ASV_1347:f__Gemmataceae"
"ASV_6073:uncultured_Planctomycetia"
"ASV_4697:f__Gemmataceae"
"ASV_1270:f__Gemmataceae"
"ASV_6003:f__Gemmataceae"
"ASV_3403:f__Gemmataceae"
"ASV_3454:f__Gemmataceae"
"ASV_1721:f__Gemmataceae"
"ASV_4019:uncultured_planctomycete"
"ASV_2336:f__Gemmataceae"
"ASV_3168:f__Gemmataceae"
"ASV_1332:uncultured_planctomycete"
"ASV_1759:uncultured_planctomycete"
"ASV_3589:uncultured_Zavarzinella"
"ASV_4878:Planctomycetia_bacterium"
"ASV_1163:g__Aquisphaera"
"ASV_1983:g__Aquisphaera"
"ASV_478:g__Aquisphaera"
"ASV_2156:g__Aquisphaera"
"ASV_757:g__Aquisphaera"
"ASV_2553:g__Aquisphaera"
"ASV_3166:f__Isosphaeraceae"
"ASV_2677:g__Latescibacterota"
"ASV_25:g__Candidatus_Udaeobacter"
"ASV_283:g__Candidatus_Udaeobacter"
"ASV_1122:g__Candidatus_Udaeobacter"
"ASV_134:g__Candidatus_Udaeobacter"
"ASV_2219:g__Chthoniobacter"
"ASV_555:g__Candidatus_Udaeobacter"
"ASV_68:g__Candidatus_Udaeobacter"
"ASV_2130:g__Candidatus_Udaeobacter"
"ASV_1112:g__Candidatus_Udaeobacter"
"ASV_1460:g__Candidatus_Udaeobacter"
"ASV_165:g__Candidatus_Udaeobacter"
"ASV_150:g__Candidatus_Udaeobacter"
"ASV_379:g__Candidatus_Udaeobacter"
"ASV_455:g__Candidatus_Udaeobacter"
"ASV_321:g__Candidatus_Udaeobacter"
"ASV_524:g__Candidatus_Udaeobacter"
"ASV_458:g__Candidatus_Udaeobacter"
"ASV_783:g__Candidatus_Udaeobacter"
"ASV_331:uncultured_Prosthecobacter"
"ASV_640:uncultured_Prosthecobacter"
"ASV_539:uncultured_Prosthecobacter"
"ASV_1106:uncultured_Prosthecobacter"
"ASV_974:uncultured_Prosthecobacter"
"ASV_1363:uncultured_Prosthecobacter"
"ASV_1909:g__Candidatus_Udaeobacter"
"ASV_688:g__Candidatus_Udaeobacter"
"ASV_482:g__Candidatus_Udaeobacter"
"ASV_332:uncultured_Prosthecobacter"
"ASV_1315:uncultured_Prosthecobacter"
"ASV_751:uncultured_Prosthecobacter"
"ASV_24:uncultured_Prosthecobacter"
"ASV_1446:uncultured_Prosthecobacter"
"ASV_370:g__Candidatus_Udaeobacter"
"ASV_409:uncultured_Xiphinematobacteriaceae"
"ASV_2320:uncultured_Prosthecobacter"
"ASV_174:uncultured_Spartobacteria"
"ASV_266:uncultured_Spartobacteria"
"ASV_359:uncultured_Spartobacteria"
"ASV_2305:g__Candidatus_Udaeobacter"
"ASV_4192:g__Candidatus_Udaeobacter"
"ASV_1481:g__Candidatus_Udaeobacter"
"ASV_49:g__Candidatus_Udaeobacter"
"ASV_362:Spartobacteria_bacterium"
"ASV_1252:Spartobacteria_bacterium"
"ASV_1837:g__Candidatus_Udaeobacter"
"ASV_1551:Spartobacteria_bacterium"
"ASV_186:g__Candidatus_Udaeobacter"
"ASV_74:Spartobacteria_bacterium"
"ASV_30:g__Candidatus_Udaeobacter"
"ASV_3014:Spartobacteria_bacterium"
"ASV_252:g__Candidatus_Udaeobacter"
"ASV_292:g__Candidatus_Udaeobacter"
"ASV_63:g__Candidatus_Udaeobacter"
"ASV_373:g__Candidatus_Udaeobacter"
"ASV_2177:g__Candidatus_Udaeobacter"
"ASV_2801:g__Candidatus_Udaeobacter"
"ASV_43:g__Candidatus_Udaeobacter"
"ASV_4014:g__Candidatus_Udaeobacter"
"ASV_93:g__Candidatus_Udaeobacter"
"ASV_1103:uncultured_Prosthecobacter"
"ASV_273:uncultured_Prosthecobacter"
"ASV_176:uncultured_Prosthecobacter"
"ASV_215:g__Candidatus_Udaeobacter"
"ASV_342:g__Candidatus_Udaeobacter"
"ASV_2374:uncultured_Prosthecobacter"
"ASV_190:g__Candidatus_Udaeobacter"
"ASV_2376:g__Candidatus_Udaeobacter"
"ASV_3381:g__Candidatus_Udaeobacter"
"ASV_206:g__Candidatus_Udaeobacter"
"ASV_908:g__Candidatus_Udaeobacter"
"ASV_271:g__Candidatus_Udaeobacter"
"ASV_214:g__Candidatus_Udaeobacter"
"ASV_2424:uncultured_soil"
"ASV_312:uncultured_soil"
"ASV_39:uncultured_soil"
"ASV_340:g__Candidatus_Xiphinematobacter"
"ASV_575:uncultured_soil"
"ASV_120:g__Candidatus_Xiphinematobacter"
"ASV_426:g__Candidatus_Xiphinematobacter"
"ASV_1305:g__Candidatus_Xiphinematobacter"
"ASV_1392:g__Candidatus_Xiphinematobacter"
"ASV_168:g__Candidatus_Xiphinematobacter"
"ASV_201:g__Candidatus_Xiphinematobacter"
"ASV_710:uncultured_Spartobacteria"
"ASV_611:g__Candidatus_Xiphinematobacter"
"ASV_1132:g__ADurb.Bin063-1"
"ASV_4437:g__ADurb.Bin063-1"
"ASV_3242:g__ADurb.Bin063-1"
"ASV_1564:g__ADurb.Bin063-1"
"ASV_945:g__ADurb.Bin063-1"
"ASV_1255:g__ADurb.Bin063-1"
"ASV_1887:g__ADurb.Bin063-1"
"ASV_3360:g__ADurb.Bin063-1"
"ASV_662:g__ADurb.Bin063-1"
"ASV_5031:g__ADurb.Bin063-1"
"ASV_2148:uncultured_Verrucomicrobia"
"ASV_3779:g__ADurb.Bin063-1"
"ASV_1480:g__ADurb.Bin063-1"
"ASV_601:f__Pedosphaeraceae"
"ASV_2378:f__Pedosphaeraceae"
"ASV_565:f__Pedosphaeraceae"
"ASV_395:f__Pedosphaeraceae"
"ASV_1550:f__Pedosphaeraceae"
"ASV_383:f__Pedosphaeraceae"
"ASV_31:f__Pedosphaeraceae"
"ASV_55:f__Pedosphaeraceae"
"ASV_2540:g__Pedosphaeraceae"
"ASV_809:g__Ellin516"
"ASV_345:o__Vicinamibacterales"
"ASV_535:o__Vicinamibacterales"
"ASV_297:o__Vicinamibacterales"
"ASV_58:g__Acidipila"
"ASV_1026:Acidobacteria_bacterium"
"ASV_236:g__Edaphobacter"
"ASV_278:g__Edaphobacter"
"ASV_864:g__Granulicella"
"ASV_877:g__Granulicella"
"ASV_4475:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_15:g__Acidipila"
"ASV_1506:g__Acidipila"
"ASV_452:g__Acidipila"
"ASV_1416:g__Acidipila"
"ASV_51:g__Acidipila"
"ASV_140:g__Acidipila"
"ASV_380:g__Acidicapsa"
"ASV_23:Acidicapsa_sp."
"ASV_162:Acidicapsa_sp."
"ASV_1337:g__Acidipila"
"ASV_1312:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_248:g__Acidipila"
"ASV_115:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_320:f__Acidobacteriaceae_(Subgroup_1)"
"ASV_1290:g__Occallatibacter"
"ASV_2114:g__Terracidiphilus"
"ASV_296:g__Terracidiphilus"
"ASV_706:g__Occallatibacter"
"ASV_1565:o__Acidobacteriales"
